"evt_block_time","tokens_minted"
"2021-12-25","87"
"2021-12-26","2027"
"2021-12-27","64"
"2021-12-28","52"
"2021-12-29","70"
"2021-12-30","51"
"2021-12-31","94"
"2022-01-01","69"
"2022-01-02","45"
"2022-01-03","136"
"2022-01-04","51"
"2022-01-05","13"
"2022-01-06","75"
"2022-01-07","267"
"2022-01-08","43"
"2022-01-09","26"
"2022-01-10","1018"
"2022-01-11","556"
"2022-01-12","95"
"2022-01-13","60"
"2022-01-14","54"
"2022-01-15","59"
"2022-01-16","94"
"2022-01-17","61"
"2022-01-18","64"
