"evt_block_time","tokens_minted"
"2021-01-18","14"
"2021-01-19","9"
"2021-01-20","224"
"2021-01-21","420"
"2021-01-22","36"
"2021-01-23","49"
"2021-01-24","12"
"2021-01-25","17"
"2021-01-26","421"
"2021-01-27","5"
"2021-01-28","4"
"2021-01-29","3"
"2021-01-30","4"
"2021-01-31","1003"
"2021-02-01","3"
"2021-02-02","5"
"2021-02-03","6"
"2021-02-04","1"
"2021-02-05","4"
"2021-02-07","457"
"2021-02-08","301"
"2021-02-09","51"
"2021-02-10","20"
"2021-02-11","57"
"2021-02-12","27"
