"evt_block_time","tokens_minted"
"2021-05-12","2"
"2021-05-13","12"
"2021-05-14","1006"
"2021-05-15","85"
"2021-05-16","24"
"2021-05-17","38"
"2021-05-18","52"
"2021-05-19","34"
"2021-05-20","36"
"2021-05-21","287"
"2021-05-22","220"
"2021-05-23","47"
"2021-05-24","89"
"2021-05-25","94"
"2021-05-26","27"
"2021-05-27","34"
"2021-05-28","541"
"2021-05-29","628"
"2021-05-30","19"
"2021-05-31","382"
"2021-06-01","338"
"2021-06-02","22"
"2021-06-03","23"
"2021-06-04","30"
"2021-06-05","14"
