"evt_block_time","tokens_minted"
"2022-01-19","50"
"2022-01-20","87"
"2022-01-21","112"
"2022-01-22","20"
"2022-01-23","11"
"2022-01-24","1057"
"2022-01-25","60"
"2022-01-26","64"
"2022-01-27","58"
"2022-01-28","383"
"2022-01-29","38"
"2022-01-30","36"
"2022-01-31","1025"
"2022-02-01","75"
"2022-02-02","9"
"2022-02-03","1952"
"2022-02-04","58"
"2022-02-05","29"
"2022-02-06","23"
"2022-02-07","1035"
"2022-02-08","158"
"2022-02-09","22"
"2022-02-10","283"
"2022-02-11","323"
"2022-02-12","85"
