"evt_block_time","tokens_minted"
"2022-02-13","29"
"2022-02-14","1043"
"2022-02-15","26"
"2022-02-16","48"
"2022-02-17","29"
"2022-02-18","13"
"2022-02-19","11"
"2022-02-20","9"
"2022-02-21","14"
"2022-02-22","671"
"2022-02-23","20"
"2022-02-24","235"
"2022-02-25","221"
"2022-02-26","33"
"2022-02-27","52"
"2022-02-28","19"
"2022-03-01","866"
"2022-03-02","38"
"2022-03-03","193"
"2022-03-04","324"
"2022-03-05","100"
"2022-03-06","34"
"2022-03-07","33"
"2022-03-08","53"
"2022-03-09","56"
