"evt_block_time","tokens_minted"
"2022-03-10","65"
"2022-03-11","449"
"2022-03-12","259"
"2022-03-13","30"
"2022-03-14","44"
"2022-03-15","277"
"2022-03-16","25"
"2022-03-17","108"
"2022-03-18","378"
"2022-03-19","269"
"2022-03-20","90"
"2022-03-21","1065"
"2022-03-22","1242"
"2022-03-23","63"
"2022-03-24","122"
"2022-03-25","517"
"2022-03-26","29"
"2022-03-27","65"
"2022-03-28","47"
"2022-03-29","1063"
"2022-03-30","27"
"2022-03-31","15"
"2022-04-01","5"
"2022-04-02","17"
"2022-04-03","14"
