"evt_block_time","tokens_minted"
"2021-10-11","12"
"2021-10-12","16"
"2021-10-13","1049"
"2021-10-14","39"
"2021-10-15","193"
"2021-10-16","147"
"2021-10-17","75"
"2021-10-18","14"
"2021-10-19","737"
"2021-10-20","208"
"2021-10-21","1483"
"2021-10-22","66"
"2021-10-23","43"
"2021-10-24","60"
"2021-10-25","26"
"2021-10-26","137"
"2021-10-27","61"
"2021-10-28","114"
"2021-10-29","647"
"2021-10-30","526"
"2021-10-31","36"
"2021-11-01","60"
"2021-11-02","141"
"2021-11-03","175"
"2021-11-04","117"
