"evt_block_time","tokens_minted"
"2022-04-29","819"
"2022-04-30","8"
"2022-05-01","13"
"2022-05-02","33"
"2022-05-03","54"
"2022-05-04","139"
"2022-05-05","30"
"2022-05-06","65"
"2022-05-07","401"
"2022-05-08","279"
"2022-05-09","381"
"2022-05-10","99"
"2022-05-11","14"
"2022-05-12","33"
"2022-05-13","82"
"2022-05-14","38"
"2022-05-15","93"
"2022-05-16","202"
"2022-05-17","59"
"2022-05-18","122"
"2022-05-19","282"
"2022-05-20","475"
"2022-05-21","50"
"2022-05-22","23"
"2022-05-23","429"
