"evt_block_time","tokens_minted"
"2020-11-27","1554"
"2020-11-28","863"
"2020-11-29","304"
"2020-11-30","59"
"2020-12-01","68"
"2020-12-02","235"
"2020-12-03","268"
"2020-12-04","355"
"2020-12-05","331"
"2020-12-06","162"
"2020-12-07","128"
"2020-12-08","52"
"2020-12-09","116"
"2020-12-10","231"
"2020-12-11","89"
"2020-12-12","827"
"2020-12-13","119"
"2020-12-14","81"
"2020-12-15","63"
"2020-12-16","25"
"2020-12-17","10"
"2020-12-18","108"
"2020-12-19","70"
"2020-12-20","288"
"2020-12-21","206"
