"evt_block_time","tokens_minted"
"2020-12-22","108"
"2020-12-23","10"
"2020-12-24","106"
"2020-12-25","33"
"2020-12-26","206"
"2020-12-27","452"
"2020-12-28","21"
"2020-12-29","27"
"2020-12-30","4"
"2020-12-31","35"
"2021-01-01","1093"
"2021-01-02","172"
"2021-01-03","32"
"2021-01-05","8"
"2021-01-06","8"
"2021-01-08","545"
"2021-01-09","56"
"2021-01-10","112"
"2021-01-11","37"
"2021-01-12","113"
"2021-01-13","303"
"2021-01-14","262"
"2021-01-15","750"
"2021-01-16","2363"
"2021-01-17","11"
