"evt_block_time","tokens_minted"
"2022-06-18","42"
"2022-06-19","58"
"2022-06-20","173"
"2022-06-21","72"
"2022-06-22","77"
"2022-06-23","102"
"2022-06-24","67"
"2022-06-25","75"
"2022-06-26","66"
"2022-06-27","420"
"2022-06-28","106"
"2022-06-29","520"
"2022-06-30","247"
"2022-07-01","446"
"2022-07-02","109"
"2022-07-03","205"
"2022-07-04","230"
"2022-07-05","114"
"2022-07-06","224"
"2022-07-07","437"
"2022-07-08","574"
"2022-07-09","452"
"2022-07-10","78"
"2022-07-11","825"
"2022-07-12","85"
