"evt_block_time","tokens_minted"
"2022-04-04","25"
"2022-04-05","598"
"2022-04-06","894"
"2022-04-07","202"
"2022-04-08","135"
"2022-04-09","55"
"2022-04-10","47"
"2022-04-11","17"
"2022-04-12","179"
"2022-04-13","24"
"2022-04-14","621"
"2022-04-15","1511"
"2022-04-16","40"
"2022-04-17","21"
"2022-04-18","435"
"2022-04-19","148"
"2022-04-20","13"
"2022-04-21","55"
"2022-04-22","495"
"2022-04-23","25"
"2022-04-24","14"
"2022-04-25","30"
"2022-04-26","32"
"2022-04-27","56"
"2022-04-28","14"
