"evt_block_time","tokens_minted"
"2021-04-16","606"
"2021-04-17","36"
"2021-04-18","33"
"2021-04-19","46"
"2021-04-20","21"
"2021-04-21","31"
"2021-04-22","17"
"2021-04-23","736"
"2021-04-24","200"
"2021-04-25","92"
"2021-04-26","302"
"2021-04-27","63"
"2021-04-28","39"
"2021-04-29","126"
"2021-04-30","659"
"2021-05-01","335"
"2021-05-02","45"
"2021-05-03","30"
"2021-05-04","137"
"2021-05-05","71"
"2021-05-06","20"
"2021-05-07","437"
"2021-05-08","59"
"2021-05-09","72"
"2021-05-10","6"
