"evt_block_time","tokens_minted"
"2022-05-24","28"
"2022-05-25","614"
"2022-05-26","41"
"2022-05-27","26"
"2022-05-28","273"
"2022-05-29","40"
"2022-05-30","17"
"2022-05-31","30"
"2022-06-01","248"
"2022-06-02","45"
"2022-06-03","364"
"2022-06-04","18"
"2022-06-05","25"
"2022-06-06","227"
"2022-06-07","13"
"2022-06-08","509"
"2022-06-09","11"
"2022-06-10","78"
"2022-06-11","14"
"2022-06-12","21"
"2022-06-13","636"
"2022-06-14","17"
"2022-06-15","38"
"2022-06-16","45"
"2022-06-17","128"
