,value,trait_type,collectionTokenId
0,All mecha suits,mecha suits,180000198
1,Jetpack: yes,mecha suits,180000198
2,Controls: 3,mecha suits,180000198
3,Left arm: photon cannon,mecha suits,180000198
4,Right arm: axe,mecha suits,180000198
5,Background: sunset,mecha suits,180000198
6,Extra arms: no,mecha suits,180000198
7,Main color: tomato,mecha suits,180000198
8,Spine shape: square,mecha suits,180000198
9,Inverted palette: yes,mecha suits,180000198
10,All mecha suits,mecha suits,180000199
11,Jetpack: yes,mecha suits,180000199
12,Controls: 4,mecha suits,180000199
13,Left arm: hand,mecha suits,180000199
14,Right arm: hand,mecha suits,180000199
15,Background: sunset,mecha suits,180000199
16,Extra arms: no,mecha suits,180000199
17,Main color: yellow,mecha suits,180000199
18,Spine shape: square,mecha suits,180000199
19,Inverted palette: no,mecha suits,180000199
20,All Gen 2s,Gen 2,18000020
21,Gen 2: Standard,Gen 2,18000020
22,Bitmap Style: 4,Gen 2,18000020
23,Color Accent: Light,Gen 2,18000020
24,Color Variant: 3,Gen 2,18000020
25,All mecha suits,mecha suits,180000200
26,Jetpack: no,mecha suits,180000200
27,Controls: 4,mecha suits,180000200
28,Left arm: hand,mecha suits,180000200
29,Right arm: hand,mecha suits,180000200
30,Background: mono,mecha suits,180000200
31,Extra arms: no,mecha suits,180000200
32,Main color: tomato,mecha suits,180000200
33,Spine shape: square,mecha suits,180000200
34,Inverted palette: no,mecha suits,180000200
35,,,180000201
36,All mecha suits,mecha suits,180000202
37,Jetpack: no,mecha suits,180000202
38,Controls: 5,mecha suits,180000202
39,Left arm: axe,mecha suits,180000202
40,Right arm: axe,mecha suits,180000202
41,Background: rouge,mecha suits,180000202
42,Extra arms: no,mecha suits,180000202
43,Main color: black,mecha suits,180000202
44,Spine shape: square,mecha suits,180000202
45,Inverted palette: no,mecha suits,180000202
46,All mecha suits,mecha suits,180000203
47,Jetpack: yes,mecha suits,180000203
48,Controls: 5,mecha suits,180000203
49,Left arm: hand,mecha suits,180000203
50,Right arm: hand,mecha suits,180000203
51,Background: vaporwave,mecha suits,180000203
52,Extra arms: no,mecha suits,180000203
53,Main color: yellow,mecha suits,180000203
54,Spine shape: square,mecha suits,180000203
55,Inverted palette: no,mecha suits,180000203
56,All mecha suits,mecha suits,180000204
57,Jetpack: no,mecha suits,180000204
58,Controls: 3,mecha suits,180000204
59,Left arm: utility claw,mecha suits,180000204
60,Right arm: utility claw,mecha suits,180000204
61,Background: rouge,mecha suits,180000204
62,Extra arms: no,mecha suits,180000204
63,Main color: pink,mecha suits,180000204
64,Spine shape: square,mecha suits,180000204
65,Inverted palette: yes,mecha suits,180000204
66,All mecha suits,mecha suits,180000205
67,Jetpack: yes,mecha suits,180000205
68,Controls: 4,mecha suits,180000205
69,Left arm: hand,mecha suits,180000205
70,Right arm: hand,mecha suits,180000205
71,Background: city,mecha suits,180000205
72,Extra arms: no,mecha suits,180000205
73,Main color: tomato,mecha suits,180000205
74,Spine shape: round,mecha suits,180000205
75,Inverted palette: no,mecha suits,180000205
76,All mecha suits,mecha suits,180000206
77,Jetpack: yes,mecha suits,180000206
78,Controls: 5,mecha suits,180000206
79,Left arm: photon cannon,mecha suits,180000206
80,Right arm: photon cannon,mecha suits,180000206
81,Background: field,mecha suits,180000206
82,Extra arms: yes,mecha suits,180000206
83,Main color: green,mecha suits,180000206
84,Spine shape: square,mecha suits,180000206
85,Inverted palette: no,mecha suits,180000206
86,All mecha suits,mecha suits,180000207
87,Jetpack: no,mecha suits,180000207
88,Controls: 5,mecha suits,180000207
89,Left arm: axe,mecha suits,180000207
90,Right arm: axe,mecha suits,180000207
91,Background: mono,mecha suits,180000207
92,Extra arms: no,mecha suits,180000207
93,Main color: tomato,mecha suits,180000207
94,Spine shape: square,mecha suits,180000207
95,Inverted palette: no,mecha suits,180000207
96,All mecha suits,mecha suits,180000208
97,Jetpack: no,mecha suits,180000208
98,Controls: 4,mecha suits,180000208
99,Left arm: hand,mecha suits,180000208
100,Right arm: hand,mecha suits,180000208
101,Background: sunset,mecha suits,180000208
102,Extra arms: yes,mecha suits,180000208
103,Main color: yellow,mecha suits,180000208
104,Spine shape: square,mecha suits,180000208
105,Inverted palette: yes,mecha suits,180000208
106,All mecha suits,mecha suits,180000209
107,Jetpack: no,mecha suits,180000209
108,Controls: 4,mecha suits,180000209
109,Left arm: hand,mecha suits,180000209
110,Right arm: hand,mecha suits,180000209
111,Background: sunset,mecha suits,180000209
112,Extra arms: no,mecha suits,180000209
113,Main color: green,mecha suits,180000209
114,Spine shape: square,mecha suits,180000209
115,Inverted palette: no,mecha suits,180000209
116,All Gen 2s,Gen 2,18000021
117,Gen 2: Standard,Gen 2,18000021
118,Bitmap Style: 1,Gen 2,18000021
119,Color Accent: Dark,Gen 2,18000021
120,Color Variant: 1,Gen 2,18000021
121,All mecha suits,mecha suits,180000210
122,Jetpack: yes,mecha suits,180000210
123,Controls: 5,mecha suits,180000210
124,Left arm: axe,mecha suits,180000210
125,Right arm: axe,mecha suits,180000210
126,Background: rouge,mecha suits,180000210
127,Extra arms: no,mecha suits,180000210
128,Main color: green,mecha suits,180000210
129,Spine shape: square,mecha suits,180000210
130,Inverted palette: no,mecha suits,180000210
131,All mecha suits,mecha suits,180000211
132,Jetpack: no,mecha suits,180000211
133,Controls: 5,mecha suits,180000211
134,Left arm: axe,mecha suits,180000211
