,value,trait_type,collectionTokenId
164,Aspect Ratio: Standard,Scribbled Boundaries,131000115
165,Thickness Mode: Standard,Scribbled Boundaries,131000115
166,All Scribbled Boundaries,Scribbled Boundaries,131000116
167,Color Mode: Standard,Scribbled Boundaries,131000116
168,Shape Mode: Piet,Scribbled Boundaries,131000116
169,Aspect Ratio: Standard,Scribbled Boundaries,131000116
170,Thickness Mode: Malevich,Scribbled Boundaries,131000116
171,All Scribbled Boundaries,Scribbled Boundaries,131000117
172,Color Mode: Standard,Scribbled Boundaries,131000117
173,Shape Mode: Bridget,Scribbled Boundaries,131000117
174,Aspect Ratio: Standard,Scribbled Boundaries,131000117
175,Thickness Mode: Agnes,Scribbled Boundaries,131000117
176,All Scribbled Boundaries,Scribbled Boundaries,131000118
177,Color Mode: Standard,Scribbled Boundaries,131000118
178,Shape Mode: de Kooning,Scribbled Boundaries,131000118
179,Aspect Ratio: Standard,Scribbled Boundaries,131000118
180,Thickness Mode: Standard,Scribbled Boundaries,131000118
181,All Scribbled Boundaries,Scribbled Boundaries,131000120
182,Color Mode: Kline,Scribbled Boundaries,131000120
183,Shape Mode: Wassily,Scribbled Boundaries,131000120
184,Aspect Ratio: Standard,Scribbled Boundaries,131000120
185,Thickness Mode: Standard,Scribbled Boundaries,131000120
186,All Scribbled Boundaries,Scribbled Boundaries,131000121
187,Color Mode: Standard,Scribbled Boundaries,131000121
188,Shape Mode: Melita,Scribbled Boundaries,131000121
189,Aspect Ratio: Standard,Scribbled Boundaries,131000121
190,Thickness Mode: Jackson,Scribbled Boundaries,131000121
191,All Scribbled Boundaries,Scribbled Boundaries,131000122
192,Color Mode: Standard,Scribbled Boundaries,131000122
193,Shape Mode: Helen,Scribbled Boundaries,131000122
194,Aspect Ratio: Standard,Scribbled Boundaries,131000122
195,Thickness Mode: Standard,Scribbled Boundaries,131000122
196,All Scribbled Boundaries,Scribbled Boundaries,131000123
197,Color Mode: Kline,Scribbled Boundaries,131000123
198,Shape Mode: Mark,Scribbled Boundaries,131000123
199,Aspect Ratio: Standard,Scribbled Boundaries,131000123
200,Thickness Mode: Richter,Scribbled Boundaries,131000123
201,All Scribbled Boundaries,Scribbled Boundaries,131000124
202,Color Mode: Standard,Scribbled Boundaries,131000124
203,Shape Mode: Melita,Scribbled Boundaries,131000124
204,Aspect Ratio: Standard,Scribbled Boundaries,131000124
205,Thickness Mode: Standard,Scribbled Boundaries,131000124
206,All Scribbled Boundaries,Scribbled Boundaries,131000125
207,Color Mode: Hockney,Scribbled Boundaries,131000125
208,Shape Mode: Twombly,Scribbled Boundaries,131000125
209,Aspect Ratio: Standard,Scribbled Boundaries,131000125
210,Thickness Mode: Agnes,Scribbled Boundaries,131000125
211,All Scribbled Boundaries,Scribbled Boundaries,131000126
212,Color Mode: Kline,Scribbled Boundaries,131000126
213,Shape Mode: Wassily,Scribbled Boundaries,131000126
214,Aspect Ratio: Standard,Scribbled Boundaries,131000126
215,Thickness Mode: Malevich,Scribbled Boundaries,131000126
216,All Scribbled Boundaries,Scribbled Boundaries,131000127
217,Color Mode: Standard,Scribbled Boundaries,131000127
218,Shape Mode: Mark,Scribbled Boundaries,131000127
219,Aspect Ratio: Randomized,Scribbled Boundaries,131000127
220,Thickness Mode: Standard,Scribbled Boundaries,131000127
221,All Scribbled Boundaries,Scribbled Boundaries,131000128
222,Color Mode: Hockney,Scribbled Boundaries,131000128
223,Shape Mode: Twombly,Scribbled Boundaries,131000128
224,Aspect Ratio: Standard,Scribbled Boundaries,131000128
225,Thickness Mode: Malevich,Scribbled Boundaries,131000128
226,All Scribbled Boundaries,Scribbled Boundaries,131000129
227,Color Mode: Standard,Scribbled Boundaries,131000129
228,Shape Mode: Mark,Scribbled Boundaries,131000129
229,Aspect Ratio: Standard,Scribbled Boundaries,131000129
230,Thickness Mode: Standard,Scribbled Boundaries,131000129
231,All Scribbled Boundaries,Scribbled Boundaries,131000130
232,Color Mode: Standard,Scribbled Boundaries,131000130
233,Shape Mode: Melita,Scribbled Boundaries,131000130
234,Aspect Ratio: Standard,Scribbled Boundaries,131000130
235,Thickness Mode: Richter,Scribbled Boundaries,131000130
236,All Scribbled Boundaries,Scribbled Boundaries,131000131
237,Color Mode: Hockney,Scribbled Boundaries,131000131
238,Shape Mode: Wassily,Scribbled Boundaries,131000131
239,Aspect Ratio: Standard,Scribbled Boundaries,131000131
240,Thickness Mode: Richter,Scribbled Boundaries,131000131
241,All Scribbled Boundaries,Scribbled Boundaries,131000132
242,Color Mode: Standard,Scribbled Boundaries,131000132
243,Shape Mode: Wassily,Scribbled Boundaries,131000132
244,Aspect Ratio: Standard,Scribbled Boundaries,131000132
245,Thickness Mode: Malevich,Scribbled Boundaries,131000132
246,All Scribbled Boundaries,Scribbled Boundaries,131000133
247,Color Mode: Standard,Scribbled Boundaries,131000133
248,Shape Mode: Arp,Scribbled Boundaries,131000133
249,Aspect Ratio: Standard,Scribbled Boundaries,131000133
250,Thickness Mode: Standard,Scribbled Boundaries,131000133
251,All Scribbled Boundaries,Scribbled Boundaries,131000134
252,Color Mode: Hockney,Scribbled Boundaries,131000134
253,Shape Mode: Arp,Scribbled Boundaries,131000134
254,Aspect Ratio: Standard,Scribbled Boundaries,131000134
255,Thickness Mode: Malevich,Scribbled Boundaries,131000134
256,All Scribbled Boundaries,Scribbled Boundaries,131000135
257,Color Mode: Standard,Scribbled Boundaries,131000135
258,Shape Mode: Arp,Scribbled Boundaries,131000135
259,Aspect Ratio: Randomized,Scribbled Boundaries,131000135
260,Thickness Mode: Standard,Scribbled Boundaries,131000135
261,All Scribbled Boundaries,Scribbled Boundaries,131000136
262,Color Mode: Standard,Scribbled Boundaries,131000136
263,Shape Mode: Bridget,Scribbled Boundaries,131000136
264,Aspect Ratio: Standard,Scribbled Boundaries,131000136
265,Thickness Mode: Standard,Scribbled Boundaries,131000136
266,,,131000137
267,All Scribbled Boundaries,Scribbled Boundaries,131000139
268,Color Mode: Standard,Scribbled Boundaries,131000139
269,Shape Mode: Piet,Scribbled Boundaries,131000139
270,Aspect Ratio: Standard,Scribbled Boundaries,131000139
271,Thickness Mode: Jackson,Scribbled Boundaries,131000139
272,All Scribbled Boundaries,Scribbled Boundaries,131000140
273,Color Mode: Hockney,Scribbled Boundaries,131000140
274,Shape Mode: Mitchell,Scribbled Boundaries,131000140
275,Aspect Ratio: Standard,Scribbled Boundaries,131000140
276,Thickness Mode: Standard,Scribbled Boundaries,131000140
277,All Scribbled Boundaries,Scribbled Boundaries,131000141
278,Color Mode: Standard,Scribbled Boundaries,131000141
279,Shape Mode: Gorchov,Scribbled Boundaries,131000141
280,Aspect Ratio: Standard,Scribbled Boundaries,131000141
281,Thickness Mode: Agnes,Scribbled Boundaries,131000141
282,All Scribbled Boundaries,Scribbled Boundaries,131000142
283,Color Mode: Hockney,Scribbled Boundaries,131000142
284,Shape Mode: Helen,Scribbled Boundaries,131000142
285,Aspect Ratio: Standard,Scribbled Boundaries,131000142
286,Thickness Mode: Standard,Scribbled Boundaries,131000142
287,All Scribbled Boundaries,Scribbled Boundaries,131000143
288,Color Mode: Standard,Scribbled Boundaries,131000143
289,Shape Mode: Twombly,Scribbled Boundaries,131000143
290,Aspect Ratio: Standard,Scribbled Boundaries,131000143
291,Thickness Mode: Standard,Scribbled Boundaries,131000143
292,All Scribbled Boundaries,Scribbled Boundaries,131000144
293,Color Mode: Standard,Scribbled Boundaries,131000144
294,Shape Mode: de Kooning,Scribbled Boundaries,131000144
295,Aspect Ratio: Randomized,Scribbled Boundaries,131000144
296,Thickness Mode: Standard,Scribbled Boundaries,131000144
297,All Scribbled Boundaries,Scribbled Boundaries,131000145
298,Color Mode: Hockney,Scribbled Boundaries,131000145
299,Shape Mode: Piet,Scribbled Boundaries,131000145
300,Aspect Ratio: Randomized,Scribbled Boundaries,131000145
301,Thickness Mode: Standard,Scribbled Boundaries,131000145
302,,,131000146
303,All Scribbled Boundaries,Scribbled Boundaries,131000147
304,Color Mode: Standard,Scribbled Boundaries,131000147
305,Shape Mode: Piet,Scribbled Boundaries,131000147
306,Aspect Ratio: Standard,Scribbled Boundaries,131000147
307,Thickness Mode: Malevich,Scribbled Boundaries,131000147
308,All Scribbled Boundaries,Scribbled Boundaries,131000148
309,Color Mode: Standard,Scribbled Boundaries,131000148
310,Shape Mode: Piet,Scribbled Boundaries,131000148
311,Aspect Ratio: Standard,Scribbled Boundaries,131000148
312,Thickness Mode: Malevich,Scribbled Boundaries,131000148
313,All Scribbled Boundaries,Scribbled Boundaries,131000149
314,Color Mode: Hockney,Scribbled Boundaries,131000149
315,Shape Mode: Mark,Scribbled Boundaries,131000149
316,Aspect Ratio: Standard,Scribbled Boundaries,131000149
317,Thickness Mode: Standard,Scribbled Boundaries,131000149
318,All Scribbled Boundaries,Scribbled Boundaries,131000150
319,Color Mode: Standard,Scribbled Boundaries,131000150
320,Shape Mode: Bridget,Scribbled Boundaries,131000150
321,Aspect Ratio: Standard,Scribbled Boundaries,131000150
322,Thickness Mode: Malevich,Scribbled Boundaries,131000150
323,All Scribbled Boundaries,Scribbled Boundaries,131000151
324,Color Mode: Standard,Scribbled Boundaries,131000151
325,Shape Mode: Wassily,Scribbled Boundaries,131000151
326,Aspect Ratio: Standard,Scribbled Boundaries,131000151
327,Thickness Mode: Standard,Scribbled Boundaries,131000151
328,All Scribbled Boundaries,Scribbled Boundaries,131000152
329,Color Mode: Standard,Scribbled Boundaries,131000152
330,Shape Mode: Melita,Scribbled Boundaries,131000152
331,Aspect Ratio: Standard,Scribbled Boundaries,131000152
332,Thickness Mode: Jackson,Scribbled Boundaries,131000152
333,All Scribbled Boundaries,Scribbled Boundaries,131000153
334,Color Mode: Standard,Scribbled Boundaries,131000153
335,Shape Mode: Wassily,Scribbled Boundaries,131000153
336,Aspect Ratio: Standard,Scribbled Boundaries,131000153
337,Thickness Mode: Malevich,Scribbled Boundaries,131000153
338,All Scribbled Boundaries,Scribbled Boundaries,131000154
339,Color Mode: Standard,Scribbled Boundaries,131000154
340,Shape Mode: Wassily,Scribbled Boundaries,131000154
341,Aspect Ratio: Standard,Scribbled Boundaries,131000154
342,Thickness Mode: Standard,Scribbled Boundaries,131000154
343,All Scribbled Boundaries,Scribbled Boundaries,131000155
344,Color Mode: Standard,Scribbled Boundaries,131000155
345,Shape Mode: Melita,Scribbled Boundaries,131000155
346,Aspect Ratio: Standard,Scribbled Boundaries,131000155
347,Thickness Mode: Richter,Scribbled Boundaries,131000155
348,All Scribbled Boundaries,Scribbled Boundaries,131000156
349,Color Mode: Standard,Scribbled Boundaries,131000156
350,Shape Mode: Helen,Scribbled Boundaries,131000156
351,Aspect Ratio: Standard,Scribbled Boundaries,131000156
352,Thickness Mode: Standard,Scribbled Boundaries,131000156
353,All Scribbled Boundaries,Scribbled Boundaries,131000157
354,Color Mode: Standard,Scribbled Boundaries,131000157
355,Shape Mode: Sugimoto,Scribbled Boundaries,131000157
356,Aspect Ratio: Standard,Scribbled Boundaries,131000157
357,Thickness Mode: Richter,Scribbled Boundaries,131000157
358,All Scribbled Boundaries,Scribbled Boundaries,131000158
359,Color Mode: Standard,Scribbled Boundaries,131000158
360,Shape Mode: Bridget,Scribbled Boundaries,131000158
361,Aspect Ratio: Standard,Scribbled Boundaries,131000158
362,Thickness Mode: Richter,Scribbled Boundaries,131000158
363,All Scribbled Boundaries,Scribbled Boundaries,131000159
364,Color Mode: Hockney,Scribbled Boundaries,131000159
365,Shape Mode: Twombly,Scribbled Boundaries,131000159
366,Aspect Ratio: Standard,Scribbled Boundaries,131000159
367,Thickness Mode: Richter,Scribbled Boundaries,131000159
368,All Scribbled Boundaries,Scribbled Boundaries,131000160
369,Color Mode: Standard,Scribbled Boundaries,131000160
370,Shape Mode: Helen,Scribbled Boundaries,131000160
371,Aspect Ratio: Standard,Scribbled Boundaries,131000160
372,Thickness Mode: Malevich,Scribbled Boundaries,131000160
373,All Scribbled Boundaries,Scribbled Boundaries,131000161
374,Color Mode: Standard,Scribbled Boundaries,131000161
375,Shape Mode: Mitchell,Scribbled Boundaries,131000161
376,Aspect Ratio: Standard,Scribbled Boundaries,131000161
377,Thickness Mode: Standard,Scribbled Boundaries,131000161
378,All Scribbled Boundaries,Scribbled Boundaries,131000163
379,Color Mode: Hockney,Scribbled Boundaries,131000163
380,Shape Mode: Wassily,Scribbled Boundaries,131000163
381,Aspect Ratio: Randomized,Scribbled Boundaries,131000163
382,Thickness Mode: Malevich,Scribbled Boundaries,131000163
383,All Scribbled Boundaries,Scribbled Boundaries,131000164
384,Color Mode: Kline,Scribbled Boundaries,131000164
385,Shape Mode: Josef,Scribbled Boundaries,131000164
386,Aspect Ratio: Standard,Scribbled Boundaries,131000164
387,Thickness Mode: Standard,Scribbled Boundaries,131000164
388,All Scribbled Boundaries,Scribbled Boundaries,131000165
389,Color Mode: Standard,Scribbled Boundaries,131000165
390,Shape Mode: Kelly,Scribbled Boundaries,131000165
391,Aspect Ratio: Standard,Scribbled Boundaries,131000165
392,Thickness Mode: Standard,Scribbled Boundaries,131000165
393,All Scribbled Boundaries,Scribbled Boundaries,131000166
394,Color Mode: Hockney,Scribbled Boundaries,131000166
395,Shape Mode: Mitchell,Scribbled Boundaries,131000166
396,Aspect Ratio: Standard,Scribbled Boundaries,131000166
397,Thickness Mode: Malevich,Scribbled Boundaries,131000166
398,All Scribbled Boundaries,Scribbled Boundaries,131000167
399,Color Mode: Hockney,Scribbled Boundaries,131000167
400,Shape Mode: Bridget,Scribbled Boundaries,131000167
401,Aspect Ratio: Standard,Scribbled Boundaries,131000167
402,Thickness Mode: Standard,Scribbled Boundaries,131000167
403,All Scribbled Boundaries,Scribbled Boundaries,131000168
404,Color Mode: Standard,Scribbled Boundaries,131000168
405,Shape Mode: Wassily,Scribbled Boundaries,131000168
406,Aspect Ratio: Standard,Scribbled Boundaries,131000168
407,Thickness Mode: Richter,Scribbled Boundaries,131000168
408,All Scribbled Boundaries,Scribbled Boundaries,131000169
409,Color Mode: Hockney,Scribbled Boundaries,131000169
410,Shape Mode: Kelly,Scribbled Boundaries,131000169
411,Aspect Ratio: Standard,Scribbled Boundaries,131000169
412,Thickness Mode: Standard,Scribbled Boundaries,131000169
413,All Scribbled Boundaries,Scribbled Boundaries,131000170
414,Color Mode: Kline,Scribbled Boundaries,131000170
415,Shape Mode: Melita,Scribbled Boundaries,131000170
416,Aspect Ratio: Standard,Scribbled Boundaries,131000170
417,Thickness Mode: Standard,Scribbled Boundaries,131000170
418,All Scribbled Boundaries,Scribbled Boundaries,131000171
419,Color Mode: Hockney,Scribbled Boundaries,131000171
420,Shape Mode: Melita,Scribbled Boundaries,131000171
421,Aspect Ratio: Standard,Scribbled Boundaries,131000171
422,Thickness Mode: Standard,Scribbled Boundaries,131000171
423,All Scribbled Boundaries,Scribbled Boundaries,131000172
424,Color Mode: Standard,Scribbled Boundaries,131000172
425,Shape Mode: Twombly,Scribbled Boundaries,131000172
426,Aspect Ratio: Standard,Scribbled Boundaries,131000172
427,Thickness Mode: Agnes,Scribbled Boundaries,131000172
428,All Scribbled Boundaries,Scribbled Boundaries,131000173
429,Color Mode: Standard,Scribbled Boundaries,131000173
430,Shape Mode: Arp,Scribbled Boundaries,131000173
431,Aspect Ratio: Standard,Scribbled Boundaries,131000173
432,Thickness Mode: Standard,Scribbled Boundaries,131000173
433,All Scribbled Boundaries,Scribbled Boundaries,131000174
434,Color Mode: Standard,Scribbled Boundaries,131000174
435,Shape Mode: Mitchell,Scribbled Boundaries,131000174
436,Aspect Ratio: Randomized,Scribbled Boundaries,131000174
437,Thickness Mode: Agnes,Scribbled Boundaries,131000174
438,All Scribbled Boundaries,Scribbled Boundaries,131000175
439,Color Mode: Standard,Scribbled Boundaries,131000175
440,Shape Mode: Melita,Scribbled Boundaries,131000175
441,Aspect Ratio: Standard,Scribbled Boundaries,131000175
442,Thickness Mode: Standard,Scribbled Boundaries,131000175
443,All Scribbled Boundaries,Scribbled Boundaries,131000176
444,Color Mode: Standard,Scribbled Boundaries,131000176
445,Shape Mode: Melita,Scribbled Boundaries,131000176
446,Aspect Ratio: Standard,Scribbled Boundaries,131000176
447,Thickness Mode: Agnes,Scribbled Boundaries,131000176
448,All Scribbled Boundaries,Scribbled Boundaries,131000177
449,Color Mode: Standard,Scribbled Boundaries,131000177
450,Shape Mode: Twombly,Scribbled Boundaries,131000177
451,Aspect Ratio: Standard,Scribbled Boundaries,131000177
452,Thickness Mode: Malevich,Scribbled Boundaries,131000177
453,All Scribbled Boundaries,Scribbled Boundaries,131000179
454,Color Mode: Standard,Scribbled Boundaries,131000179
455,Shape Mode: de Kooning,Scribbled Boundaries,131000179
456,Aspect Ratio: Standard,Scribbled Boundaries,131000179
457,Thickness Mode: Malevich,Scribbled Boundaries,131000179
458,All Scribbled Boundaries,Scribbled Boundaries,131000180
459,Color Mode: Standard,Scribbled Boundaries,131000180
460,Shape Mode: Piet,Scribbled Boundaries,131000180
461,Aspect Ratio: Standard,Scribbled Boundaries,131000180
462,Thickness Mode: Standard,Scribbled Boundaries,131000180
463,All Scribbled Boundaries,Scribbled Boundaries,131000181
464,Color Mode: Standard,Scribbled Boundaries,131000181
465,Shape Mode: Melita,Scribbled Boundaries,131000181
466,Aspect Ratio: Standard,Scribbled Boundaries,131000181
467,Thickness Mode: Malevich,Scribbled Boundaries,131000181
468,All Scribbled Boundaries,Scribbled Boundaries,131000182
469,Color Mode: Hockney,Scribbled Boundaries,131000182
470,Shape Mode: Melita,Scribbled Boundaries,131000182
471,Aspect Ratio: Standard,Scribbled Boundaries,131000182
472,Thickness Mode: Richter,Scribbled Boundaries,131000182
473,All Scribbled Boundaries,Scribbled Boundaries,131000183
474,Color Mode: Kline,Scribbled Boundaries,131000183
475,Shape Mode: Twombly,Scribbled Boundaries,131000183
476,Aspect Ratio: Standard,Scribbled Boundaries,131000183
477,Thickness Mode: Standard,Scribbled Boundaries,131000183
478,All Scribbled Boundaries,Scribbled Boundaries,131000184
479,Color Mode: Hockney,Scribbled Boundaries,131000184
480,Shape Mode: Kelly,Scribbled Boundaries,131000184
481,Aspect Ratio: Standard,Scribbled Boundaries,131000184
482,Thickness Mode: Standard,Scribbled Boundaries,131000184
483,All Scribbled Boundaries,Scribbled Boundaries,131000185
484,Color Mode: Standard,Scribbled Boundaries,131000185
