,value,trait_type,collectionTokenId
0,All Unigrids,Unigrids,12000143
1,Beat: Beat7,Unigrids,12000143
2,Shape: Wave,Unigrids,12000143
3,Palette: Turquoise,Unigrids,12000143
4,Grid size: 10x10,Unigrids,12000143
5,# of colors: 2,Unigrids,12000143
6,All Unigrids,Unigrids,12000144
7,Beat: Beat6,Unigrids,12000144
8,Shape: Fifty-Fifty,Unigrids,12000144
9,Palette: Blue Amber,Unigrids,12000144
10,Grid size: 15x15,Unigrids,12000144
11,# of colors: 5,Unigrids,12000144
12,All Unigrids,Unigrids,12000145
13,Beat: Beat7,Unigrids,12000145
14,Shape: Wavy-up,Unigrids,12000145
15,Palette: Sunset sodalite,Unigrids,12000145
16,Grid size: 5x5,Unigrids,12000145
17,# of colors: 2,Unigrids,12000145
18,All Unigrids,Unigrids,12000146
19,Beat: Beat7,Unigrids,12000146
20,Shape: Fifty-Fifty,Unigrids,12000146
21,Palette: Labradorite,Unigrids,12000146
22,Grid size: 15x15,Unigrids,12000146
23,# of colors: 4,Unigrids,12000146
24,All Unigrids,Unigrids,12000147
25,Beat: Beat4,Unigrids,12000147
26,Shape: Fifty-Fifty,Unigrids,12000147
27,Palette: Obsidian,Unigrids,12000147
28,Grid size: 10x10,Unigrids,12000147
29,# of colors: 5,Unigrids,12000147
30,All Unigrids,Unigrids,12000148
31,Beat: Beat2,Unigrids,12000148
32,Shape: Fifty-Fifty,Unigrids,12000148
33,Palette: Amazonite,Unigrids,12000148
34,Grid size: 20x20,Unigrids,12000148
35,# of colors: 5,Unigrids,12000148
36,All Unigrids,Unigrids,12000149
37,Beat: Beat6,Unigrids,12000149
38,Shape: Fifty-Fifty,Unigrids,12000149
39,Palette: Ammolite,Unigrids,12000149
40,Grid size: 15x15,Unigrids,12000149
41,# of colors: 3,Unigrids,12000149
42,All Unigrids,Unigrids,12000150
43,Beat: Beat7,Unigrids,12000150
44,Shape: Fifty-Fifty,Unigrids,12000150
45,Palette: Fluorite,Unigrids,12000150
46,Grid size: 20x20,Unigrids,12000150
47,# of colors: 4,Unigrids,12000150
48,All Unigrids,Unigrids,12000151
49,Beat: Beat2,Unigrids,12000151
50,Shape: Fifty-Fifty,Unigrids,12000151
51,Palette: Diamond,Unigrids,12000151
52,Grid size: 10x10,Unigrids,12000151
53,# of colors: 4,Unigrids,12000151
54,All Unigrids,Unigrids,12000152
55,Beat: Beat1,Unigrids,12000152
56,Shape: Fifty-Fifty,Unigrids,12000152
57,Palette: Turquoise,Unigrids,12000152
58,Grid size: 15x15,Unigrids,12000152
59,# of colors: 5,Unigrids,12000152
60,All Unigrids,Unigrids,12000153
61,Beat: Beat7,Unigrids,12000153
62,Shape: Wavy-up,Unigrids,12000153
63,Palette: Fluorite,Unigrids,12000153
64,Grid size: 15x15,Unigrids,12000153
65,# of colors: 2,Unigrids,12000153
66,All Unigrids,Unigrids,12000154
67,Beat: Beat7,Unigrids,12000154
68,Shape: Fifty-Fifty,Unigrids,12000154
69,Palette: Blue Amber,Unigrids,12000154
70,Grid size: 15x15,Unigrids,12000154
71,# of colors: 4,Unigrids,12000154
72,All Unigrids,Unigrids,12000155
73,Beat: Beat2,Unigrids,12000155
74,Shape: Fifty-Fifty,Unigrids,12000155
75,Palette: Emerald,Unigrids,12000155
76,Grid size: 10x10,Unigrids,12000155
77,# of colors: 4,Unigrids,12000155
78,All Unigrids,Unigrids,12000156
79,Beat: Beat3,Unigrids,12000156
80,Shape: Angled-up,Unigrids,12000156
81,Palette: Fluorite,Unigrids,12000156
82,Grid size: 10x10,Unigrids,12000156
83,# of colors: 4,Unigrids,12000156
84,All Unigrids,Unigrids,12000157
85,Beat: Beat6,Unigrids,12000157
86,Shape: Angled-up,Unigrids,12000157
87,Palette: Amazonite,Unigrids,12000157
88,Grid size: 15x15,Unigrids,12000157
89,# of colors: 3,Unigrids,12000157
90,All Unigrids,Unigrids,12000158
91,Beat: Beat6,Unigrids,12000158
92,Shape: Angled-up,Unigrids,12000158
93,Palette: Sunset sodalite,Unigrids,12000158
94,Grid size: 20x20,Unigrids,12000158
95,# of colors: 5,Unigrids,12000158
96,All Unigrids,Unigrids,12000159
97,Beat: Beat2,Unigrids,12000159
98,Shape: Angled-up,Unigrids,12000159
99,Palette: Ammolite,Unigrids,12000159
100,Grid size: 10x10,Unigrids,12000159
101,# of colors: 3,Unigrids,12000159
102,All Unigrids,Unigrids,12000160
103,Beat: Beat4,Unigrids,12000160
104,Shape: Fifty-Fifty,Unigrids,12000160
105,Palette: Ruby,Unigrids,12000160
106,Grid size: 15x15,Unigrids,12000160
107,# of colors: 4,Unigrids,12000160
108,All Unigrids,Unigrids,12000161
109,Beat: Beat4,Unigrids,12000161
110,Shape: Wavy-up,Unigrids,12000161
111,Palette: Ammolite,Unigrids,12000161
112,Grid size: 5x5,Unigrids,12000161
113,# of colors: 5,Unigrids,12000161
114,All Unigrids,Unigrids,12000162
115,Beat: Beat6,Unigrids,12000162
116,Shape: Angled-up,Unigrids,12000162
117,Palette: Turquoise,Unigrids,12000162
118,Grid size: 20x20,Unigrids,12000162
119,# of colors: 3,Unigrids,12000162
120,All Unigrids,Unigrids,12000163
121,Beat: Beat2,Unigrids,12000163
122,Shape: Angled-up,Unigrids,12000163
123,Palette: Ocean Jasper,Unigrids,12000163
124,Grid size: 15x15,Unigrids,12000163
125,# of colors: 3,Unigrids,12000163
126,All Unigrids,Unigrids,12000164
127,Beat: Beat8,Unigrids,12000164
128,Shape: Wave,Unigrids,12000164
129,Palette: Ammolite,Unigrids,12000164
