,value,trait_type,collectionTokenId
0,All Frammentis,Frammenti,72000395
1,Fill: Yes,Frammenti,72000395
2,Rows: 1,Frammenti,72000395
3,Type: Group,Frammenti,72000395
4,Color: Multicolor,Frammenti,72000395
5,Decay: Average,Frammenti,72000395
6,Split: Clean,Frammenti,72000395
7,Width: Narrow,Frammenti,72000395
8,Height: Short,Frammenti,72000395
9,Shapes: 5,Frammenti,72000395
10,Square: No,Frammenti,72000395
11,Stroke: Bold,Frammenti,72000395
12,Columns: 5,Frammenti,72000395
13,Entropy: Low,Frammenti,72000395
14,Genesis: Exagon,Frammenti,72000395
15,Palette: Tropicana,Frammenti,72000395
16,Prismic: No,Frammenti,72000395
17,Stability: Maximum,Frammenti,72000395
18,Background: Maya,Frammenti,72000395
19,Fragmentation: High,Frammenti,72000395
20,All Frammentis,Frammenti,72000396
21,Fill: Yes,Frammenti,72000396
22,Rows: 3,Frammenti,72000396
23,Type: Group,Frammenti,72000396
24,Color: Multicolor,Frammenti,72000396
25,Decay: High,Frammenti,72000396
26,Split: Clean,Frammenti,72000396
27,Width: Narrow,Frammenti,72000396
28,Height: Tall,Frammenti,72000396
29,Shapes: 9,Frammenti,72000396
30,Square: Yes,Frammenti,72000396
31,Stroke: Bold,Frammenti,72000396
32,Columns: 3,Frammenti,72000396
33,Entropy: Low,Frammenti,72000396
34,Genesis: Circle,Frammenti,72000396
35,Palette: Arctica,Frammenti,72000396
36,Prismic: No,Frammenti,72000396
37,Stability: Low,Frammenti,72000396
38,Background: Buoy,Frammenti,72000396
39,Fragmentation: Maximum,Frammenti,72000396
40,All Frammentis,Frammenti,72000397
41,Fill: Yes,Frammenti,72000397
42,Rows: 1,Frammenti,72000397
43,Type: Macro,Frammenti,72000397
44,Color: Multicolor,Frammenti,72000397
45,Decay: No decay,Frammenti,72000397
46,Split: Random,Frammenti,72000397
47,Width: Narrow,Frammenti,72000397
48,Height: Short,Frammenti,72000397
49,Shapes: 1,Frammenti,72000397
50,Square: Yes,Frammenti,72000397
51,Stroke: Bold,Frammenti,72000397
52,Columns: 1,Frammenti,72000397
53,Entropy: Average,Frammenti,72000397
54,Genesis: Exagon,Frammenti,72000397
55,Palette: Feelings,Frammenti,72000397
56,Prismic: No,Frammenti,72000397
57,Stability: Minimum,Frammenti,72000397
58,Background: Isabelline,Frammenti,72000397
59,Fragmentation: High,Frammenti,72000397
60,All Frammentis,Frammenti,72000398
61,Fill: No,Frammenti,72000398
62,Rows: 4,Frammenti,72000398
63,Type: Group,Frammenti,72000398
64,Color: Multicolor,Frammenti,72000398
65,Decay: Low,Frammenti,72000398
66,Split: Clean,Frammenti,72000398
67,Width: Average,Frammenti,72000398
68,Height: Average,Frammenti,72000398
69,Shapes: 20,Frammenti,72000398
70,Square: No,Frammenti,72000398
71,Stroke: Extra,Frammenti,72000398
72,Columns: 5,Frammenti,72000398
73,Entropy: High,Frammenti,72000398
74,Genesis: Circle,Frammenti,72000398
75,Palette: Honey,Frammenti,72000398
76,Prismic: No,Frammenti,72000398
77,Stability: Average,Frammenti,72000398
78,Background: Sky,Frammenti,72000398
79,Fragmentation: Low,Frammenti,72000398
80,All Frammentis,Frammenti,72000399
81,Fill: Yes,Frammenti,72000399
82,Rows: 4,Frammenti,72000399
83,Type: Group,Frammenti,72000399
84,Color: Multicolor,Frammenti,72000399
85,Decay: Average,Frammenti,72000399
86,Split: Random,Frammenti,72000399
87,Width: Average,Frammenti,72000399
88,Height: Tall,Frammenti,72000399
89,Shapes: 4,Frammenti,72000399
90,Square: No,Frammenti,72000399
91,Stroke: Light,Frammenti,72000399
92,Columns: 1,Frammenti,72000399
93,Entropy: High,Frammenti,72000399
94,Genesis: Heptagon,Frammenti,72000399
95,Palette: Tropicana,Frammenti,72000399
96,Prismic: No,Frammenti,72000399
97,Stability: Average,Frammenti,72000399
98,Background: Monstera,Frammenti,72000399
99,Fragmentation: High,Frammenti,72000399
100,All Frammentis,Frammenti,72000400
101,Fill: No,Frammenti,72000400
102,Rows: 3,Frammenti,72000400
103,Type: Trio,Frammenti,72000400
104,Color: Sky,Frammenti,72000400
105,Decay: Average,Frammenti,72000400
106,Split: Diverging,Frammenti,72000400
107,Width: Wide,Frammenti,72000400
108,Height: Short,Frammenti,72000400
109,Shapes: 3,Frammenti,72000400
110,Square: No,Frammenti,72000400
111,Stroke: Regular,Frammenti,72000400
112,Columns: 1,Frammenti,72000400
113,Entropy: Maximum,Frammenti,72000400
114,Genesis: Heptagon,Frammenti,72000400
115,Palette: Honey,Frammenti,72000400
116,Prismic: No,Frammenti,72000400
117,Stability: Low,Frammenti,72000400
118,Background: Hive,Frammenti,72000400
119,Fragmentation: Average,Frammenti,72000400
120,All Frammentis,Frammenti,72000401
121,Fill: No,Frammenti,72000401
122,Rows: 5,Frammenti,72000401
123,Type: Army,Frammenti,72000401
124,Color: Multicolor,Frammenti,72000401
125,Decay: Average,Frammenti,72000401
126,Split: Clean,Frammenti,72000401
127,Width: Wide,Frammenti,72000401
128,Height: Tall,Frammenti,72000401
129,Shapes: 25,Frammenti,72000401
130,Square: Yes,Frammenti,72000401
131,Stroke: Bold,Frammenti,72000401
132,Columns: 5,Frammenti,72000401
133,Entropy: Average,Frammenti,72000401
134,Genesis: Triangle,Frammenti,72000401
135,Palette: Arctica,Frammenti,72000401
136,Prismic: No,Frammenti,72000401
137,Stability: Very high,Frammenti,72000401
138,Background: Night,Frammenti,72000401
139,Fragmentation: Average,Frammenti,72000401
140,All Frammentis,Frammenti,72000402
141,Fill: Yes,Frammenti,72000402
142,Rows: 5,Frammenti,72000402
143,Type: Army,Frammenti,72000402
144,Color: Multicolor,Frammenti,72000402
145,Decay: High,Frammenti,72000402
146,Split: Clean,Frammenti,72000402
147,Width: Average,Frammenti,72000402
148,Height: Average,Frammenti,72000402
149,Shapes: 25,Frammenti,72000402
150,Square: Yes,Frammenti,72000402
151,Stroke: Bold,Frammenti,72000402
152,Columns: 5,Frammenti,72000402
153,Entropy: Average,Frammenti,72000402
154,Genesis: Pentagon,Frammenti,72000402
155,Palette: Arctica,Frammenti,72000402
156,Prismic: No,Frammenti,72000402
157,Stability: Low,Frammenti,72000402
158,Background: Night,Frammenti,72000402
159,Fragmentation: Low,Frammenti,72000402
160,All Frammentis,Frammenti,72000403
161,Fill: Yes,Frammenti,72000403
162,Rows: 4,Frammenti,72000403
163,Type: Group,Frammenti,72000403
164,Color: Multicolor,Frammenti,72000403
165,Decay: No decay,Frammenti,72000403
166,Split: Clean,Frammenti,72000403
167,Width: Wide,Frammenti,72000403
168,Height: Short,Frammenti,72000403
169,Shapes: 8,Frammenti,72000403
170,Square: No,Frammenti,72000403
171,Stroke: Bold,Frammenti,72000403
172,Columns: 2,Frammenti,72000403
173,Entropy: Low,Frammenti,72000403
174,Genesis: Exagon,Frammenti,72000403
175,Palette: Feelings,Frammenti,72000403
176,Prismic: No,Frammenti,72000403
177,Stability: Average,Frammenti,72000403
178,Background: Flame,Frammenti,72000403
179,Fragmentation: Low,Frammenti,72000403
180,All Frammentis,Frammenti,72000404
181,Fill: Yes,Frammenti,72000404
182,Rows: 1,Frammenti,72000404
183,Type: Duo,Frammenti,72000404
184,Color: Multicolor,Frammenti,72000404
185,Decay: No decay,Frammenti,72000404
186,Split: Random,Frammenti,72000404
187,Width: Average,Frammenti,72000404
188,Height: Tall,Frammenti,72000404
189,Shapes: 2,Frammenti,72000404
190,Square: No,Frammenti,72000404
191,Stroke: Bold,Frammenti,72000404
192,Columns: 2,Frammenti,72000404
193,Entropy: Average,Frammenti,72000404
194,Genesis: Triangle,Frammenti,72000404
195,Palette: Tropicana,Frammenti,72000404
196,Prismic: No,Frammenti,72000404
197,Stability: Minimum,Frammenti,72000404
198,Background: Azalea,Frammenti,72000404
199,Fragmentation: Average,Frammenti,72000404
200,All Frammentis,Frammenti,72000405
201,Fill: Yes,Frammenti,72000405
202,Rows: 3,Frammenti,72000405
203,Type: Group,Frammenti,72000405
204,Color: Multicolor,Frammenti,72000405
205,Decay: Average,Frammenti,72000405
206,Split: Clean,Frammenti,72000405
207,Width: Narrow,Frammenti,72000405
208,Height: Short,Frammenti,72000405
209,Shapes: 6,Frammenti,72000405
210,Square: No,Frammenti,72000405
211,Stroke: Bold,Frammenti,72000405
212,Columns: 2,Frammenti,72000405
213,Entropy: Low,Frammenti,72000405
214,Genesis: Triangle,Frammenti,72000405
215,Palette: Tropicana,Frammenti,72000405
216,Prismic: No,Frammenti,72000405
217,Stability: Very high,Frammenti,72000405
218,Background: Azalea,Frammenti,72000405
219,Fragmentation: High,Frammenti,72000405
220,All Frammentis,Frammenti,72000406
221,Fill: Yes,Frammenti,72000406
222,Rows: 5,Frammenti,72000406
223,Type: Army,Frammenti,72000406
224,Color: Multicolor,Frammenti,72000406
225,Decay: Average,Frammenti,72000406
226,Split: Diverging,Frammenti,72000406
227,Width: Average,Frammenti,72000406
228,Height: Average,Frammenti,72000406
229,Shapes: 25,Frammenti,72000406
230,Square: Yes,Frammenti,72000406
231,Stroke: Bold,Frammenti,72000406
232,Columns: 5,Frammenti,72000406
233,Entropy: High,Frammenti,72000406
234,Genesis: Pentagon,Frammenti,72000406
235,Palette: Terracotta,Frammenti,72000406
236,Prismic: No,Frammenti,72000406
237,Stability: Minimum,Frammenti,72000406
238,Background: Mocha,Frammenti,72000406
239,Fragmentation: Low,Frammenti,72000406
240,All Frammentis,Frammenti,72000407
241,Fill: No,Frammenti,72000407
242,Rows: 5,Frammenti,72000407
243,Type: Army,Frammenti,72000407
244,Color: Lily,Frammenti,72000407
245,Decay: No decay,Frammenti,72000407
246,Split: Half,Frammenti,72000407
247,Width: Average,Frammenti,72000407
248,Height: Tall,Frammenti,72000407
249,Shapes: 25,Frammenti,72000407
250,Square: Yes,Frammenti,72000407
251,Stroke: Bold,Frammenti,72000407
252,Columns: 5,Frammenti,72000407
253,Entropy: No entropy,Frammenti,72000407
254,Genesis: Square,Frammenti,72000407
255,Palette: Tropicana,Frammenti,72000407
256,Prismic: Yes,Frammenti,72000407
257,Stability: Low,Frammenti,72000407
258,Background: Azalea,Frammenti,72000407
259,Fragmentation: Low,Frammenti,72000407
260,All Frammentis,Frammenti,72000408
261,Fill: Yes,Frammenti,72000408
262,Rows: 5,Frammenti,72000408
263,Type: Group,Frammenti,72000408
264,Color: Multicolor,Frammenti,72000408
265,Decay: Average,Frammenti,72000408
266,Split: Diverging,Frammenti,72000408
267,Width: Average,Frammenti,72000408
268,Height: Average,Frammenti,72000408
269,Shapes: 10,Frammenti,72000408
270,Square: No,Frammenti,72000408
271,Stroke: Bold,Frammenti,72000408
272,Columns: 2,Frammenti,72000408
273,Entropy: Low,Frammenti,72000408
274,Genesis: Heptagon,Frammenti,72000408
275,Palette: Terracotta,Frammenti,72000408
276,Prismic: No,Frammenti,72000408
277,Stability: Very low,Frammenti,72000408
278,Background: Corsa,Frammenti,72000408
279,Fragmentation: Low,Frammenti,72000408
280,All Frammentis,Frammenti,72000409
281,Fill: No,Frammenti,72000409
282,Rows: 1,Frammenti,72000409
283,Type: Macro,Frammenti,72000409
284,Color: Multicolor,Frammenti,72000409
285,Decay: Low,Frammenti,72000409
286,Split: Clean,Frammenti,72000409
287,Width: Average,Frammenti,72000409
288,Height: Tall,Frammenti,72000409
289,Shapes: 1,Frammenti,72000409
290,Square: Yes,Frammenti,72000409
291,Stroke: Extra,Frammenti,72000409
292,Columns: 1,Frammenti,72000409
293,Entropy: High,Frammenti,72000409
294,Genesis: Pentagon,Frammenti,72000409
295,Palette: Tropicana,Frammenti,72000409
296,Prismic: No,Frammenti,72000409
297,Stability: Very high,Frammenti,72000409
298,Background: Hibiscus,Frammenti,72000409
299,Fragmentation: Average,Frammenti,72000409
300,All Frammentis,Frammenti,72000410
301,Fill: Yes,Frammenti,72000410
302,Rows: 5,Frammenti,72000410
303,Type: Army,Frammenti,72000410
304,Color: Multicolor,Frammenti,72000410
305,Decay: Low,Frammenti,72000410
306,Split: Clean,Frammenti,72000410
307,Width: Narrow,Frammenti,72000410
308,Height: Short,Frammenti,72000410
309,Shapes: 25,Frammenti,72000410
310,Square: Yes,Frammenti,72000410
311,Stroke: Bold,Frammenti,72000410
312,Columns: 5,Frammenti,72000410
313,Entropy: Low,Frammenti,72000410
314,Genesis: Square,Frammenti,72000410
315,Palette: Terracotta,Frammenti,72000410
316,Prismic: No,Frammenti,72000410
317,Stability: Average,Frammenti,72000410
318,Background: Sand,Frammenti,72000410
319,Fragmentation: Average,Frammenti,72000410
320,All Frammentis,Frammenti,72000411
321,Fill: Yes,Frammenti,72000411
322,Rows: 1,Frammenti,72000411
323,Type: Macro,Frammenti,72000411
324,Color: Multicolor,Frammenti,72000411
325,Decay: Low,Frammenti,72000411
326,Split: Clean,Frammenti,72000411
327,Width: Wide,Frammenti,72000411
328,Height: Tall,Frammenti,72000411
329,Shapes: 1,Frammenti,72000411
330,Square: Yes,Frammenti,72000411
331,Stroke: Light,Frammenti,72000411
332,Columns: 1,Frammenti,72000411
333,Entropy: Low,Frammenti,72000411
334,Genesis: Exagon,Frammenti,72000411
335,Palette: Terracotta,Frammenti,72000411
336,Prismic: No,Frammenti,72000411
337,Stability: Minimum,Frammenti,72000411
338,Background: Sand,Frammenti,72000411
339,Fragmentation: High,Frammenti,72000411
340,All Frammentis,Frammenti,72000412
341,Fill: Yes,Frammenti,72000412
342,Rows: 1,Frammenti,72000412
343,Type: Macro,Frammenti,72000412
344,Color: Multicolor,Frammenti,72000412
345,Decay: No decay,Frammenti,72000412
346,Split: Random,Frammenti,72000412
347,Width: Wide,Frammenti,72000412
348,Height: Tall,Frammenti,72000412
349,Shapes: 1,Frammenti,72000412
350,Square: Yes,Frammenti,72000412
351,Stroke: Bold,Frammenti,72000412
352,Columns: 1,Frammenti,72000412
353,Entropy: No entropy,Frammenti,72000412
354,Genesis: Pentagon,Frammenti,72000412
355,Palette: Arctica,Frammenti,72000412
356,Prismic: Yes,Frammenti,72000412
357,Stability: Low,Frammenti,72000412
358,Background: Sea,Frammenti,72000412
359,Fragmentation: Average,Frammenti,72000412
360,All Frammentis,Frammenti,72000413
361,Fill: Yes,Frammenti,72000413
362,Rows: 1,Frammenti,72000413
363,Type: Duo,Frammenti,72000413
364,Color: Multicolor,Frammenti,72000413
365,Decay: No decay,Frammenti,72000413
366,Split: Clean,Frammenti,72000413
367,Width: Wide,Frammenti,72000413
368,Height: Short,Frammenti,72000413
369,Shapes: 2,Frammenti,72000413
370,Square: No,Frammenti,72000413
371,Stroke: Bold,Frammenti,72000413
372,Columns: 2,Frammenti,72000413
373,Entropy: No entropy,Frammenti,72000413
374,Genesis: Square,Frammenti,72000413
375,Palette: Feelings,Frammenti,72000413
376,Prismic: Yes,Frammenti,72000413
377,Stability: Average,Frammenti,72000413
378,Background: After,Frammenti,72000413
379,Fragmentation: Average,Frammenti,72000413
380,All Frammentis,Frammenti,72000414
381,Fill: Yes,Frammenti,72000414
382,Rows: 2,Frammenti,72000414
383,Type: Group,Frammenti,72000414
384,Color: Multicolor,Frammenti,72000414
385,Decay: High,Frammenti,72000414
386,Split: Clean,Frammenti,72000414
387,Width: Wide,Frammenti,72000414
388,Height: Short,Frammenti,72000414
389,Shapes: 4,Frammenti,72000414
390,Square: Yes,Frammenti,72000414
391,Stroke: Bold,Frammenti,72000414
392,Columns: 2,Frammenti,72000414
393,Entropy: Maximum,Frammenti,72000414
394,Genesis: Circle,Frammenti,72000414
395,Palette: Honey,Frammenti,72000414
396,Prismic: No,Frammenti,72000414
397,Stability: Low,Frammenti,72000414
398,Background: Queen,Frammenti,72000414
399,Fragmentation: High,Frammenti,72000414
400,All Frammentis,Frammenti,72000415
401,Fill: No,Frammenti,72000415
402,Rows: 5,Frammenti,72000415
403,Type: Group,Frammenti,72000415
404,Color: Multicolor,Frammenti,72000415
405,Decay: High,Frammenti,72000415
406,Split: Diverging,Frammenti,72000415
407,Width: Narrow,Frammenti,72000415
408,Height: Average,Frammenti,72000415
409,Shapes: 20,Frammenti,72000415
410,Square: No,Frammenti,72000415
411,Stroke: Extra,Frammenti,72000415
412,Columns: 4,Frammenti,72000415
