,value,trait_type,collectionTokenId
0,All Supermentals,Supermental,285000065
1,World: Parallel dimension,Supermental,285000065
2,Palette: Sunlight,Supermental,285000065
3,Formation: Battle squad,Supermental,285000065
4,Mental state: FOMO,Supermental,285000065
5,All Supermentals,Supermental,285000066
6,World: Meteor falls,Supermental,285000066
7,Palette: Astral,Supermental,285000066
8,Formation: Fluid,Supermental,285000066
9,Mental state: Loss aversion,Supermental,285000066
10,All Supermentals,Supermental,285000067
11,World: Big bang,Supermental,285000067
12,Palette: Astral,Supermental,285000067
13,Formation: Fluid,Supermental,285000067
14,Mental state: FOMO,Supermental,285000067
15,All Supermentals,Supermental,285000068
16,World: Astro storm,Supermental,285000068
17,Palette: Fusion,Supermental,285000068
18,Formation: Alone,Supermental,285000068
19,Mental state: Balanced,Supermental,285000068
20,All Supermentals,Supermental,285000069
21,World: Big bang,Supermental,285000069
22,Palette: Nebula's moon,Supermental,285000069
23,Formation: Fluid,Supermental,285000069
24,Mental state: FOMO,Supermental,285000069
25,All Supermentals,Supermental,285000070
26,World: Meteor falls,Supermental,285000070
27,Palette: Nebula's moon,Supermental,285000070
28,Formation: Fluid,Supermental,285000070
29,Mental state: Balanced,Supermental,285000070
30,All Supermentals,Supermental,285000071
31,World: Astro storm,Supermental,285000071
32,Palette: Nebula,Supermental,285000071
33,Formation: Alone,Supermental,285000071
34,Mental state: Balanced,Supermental,285000071
35,All Supermentals,Supermental,285000072
36,World: Astro storm,Supermental,285000072
37,Palette: Milky way,Supermental,285000072
38,Formation: Hold the line,Supermental,285000072
39,Mental state: Balanced,Supermental,285000072
40,All Supermentals,Supermental,285000073
41,World: Prison moon,Supermental,285000073
42,Palette: Light of the Ocean,Supermental,285000073
43,Formation: Fluid,Supermental,285000073
44,Mental state: Balanced,Supermental,285000073
45,All Supermentals,Supermental,285000074
46,World: Luminous rift,Supermental,285000074
47,Palette: Milky moon,Supermental,285000074
48,Formation: Alone,Supermental,285000074
49,Mental state: Loss aversion,Supermental,285000074
50,All Supermentals,Supermental,285000075
51,World: Parallel dimension,Supermental,285000075
52,Palette: Sunlight,Supermental,285000075
53,Formation: Fluid,Supermental,285000075
54,Mental state: FOMO,Supermental,285000075
55,All Supermentals,Supermental,285000076
56,World: Astro storm,Supermental,285000076
57,Palette: Dark light,Supermental,285000076
58,Formation: Alone,Supermental,285000076
59,Mental state: FOMO,Supermental,285000076
60,All Supermentals,Supermental,285000077
61,World: Mental spaceport,Supermental,285000077
62,Palette: Alien,Supermental,285000077
63,Formation: Battle squad,Supermental,285000077
64,Mental state: Balanced,Supermental,285000077
65,All Supermentals,Supermental,285000078
66,World: Astro storm,Supermental,285000078
67,Palette: Marsian spider,Supermental,285000078
68,Formation: Battle squad,Supermental,285000078
69,Mental state: FOMO,Supermental,285000078
70,All Supermentals,Supermental,285000079
71,World: Galaxy,Supermental,285000079
72,Palette: Milky way,Supermental,285000079
73,Formation: Battle squad,Supermental,285000079
74,Mental state: Balanced,Supermental,285000079
75,All Supermentals,Supermental,285000080
76,World: Galaxy,Supermental,285000080
77,Palette: Astral,Supermental,285000080
78,Formation: Fluid,Supermental,285000080
79,Mental state: Loss aversion,Supermental,285000080
80,All Supermentals,Supermental,285000081
81,World: Big bang,Supermental,285000081
82,Palette: Nebula,Supermental,285000081
83,Formation: Fluid,Supermental,285000081
84,Mental state: Balanced,Supermental,285000081
85,All Supermentals,Supermental,285000082
86,World: Big bang,Supermental,285000082
87,Palette: Light of the Ocean,Supermental,285000082
88,Formation: Space possy,Supermental,285000082
89,Mental state: Loss aversion,Supermental,285000082
90,All Supermentals,Supermental,285000083
91,World: Citadel of time,Supermental,285000083
92,Palette: Dark light,Supermental,285000083
93,Formation: Fluid,Supermental,285000083
94,Mental state: Balanced,Supermental,285000083
95,All Supermentals,Supermental,285000084
96,World: Retrograde,Supermental,285000084
97,Palette: Nebula,Supermental,285000084
98,Formation: Fluid,Supermental,285000084
99,Mental state: FOMO,Supermental,285000084
100,All Supermentals,Supermental,285000085
101,World: Galaxy,Supermental,285000085
102,Palette: Nebula,Supermental,285000085
103,Formation: Fluid,Supermental,285000085
104,Mental state: Balanced,Supermental,285000085
105,All Supermentals,Supermental,285000086
106,World: Galaxy,Supermental,285000086
107,Palette: Marsian spider,Supermental,285000086
108,Formation: Fluid,Supermental,285000086
109,Mental state: Loss aversion,Supermental,285000086
110,All Supermentals,Supermental,285000087
111,World: Retrograde,Supermental,285000087
112,Palette: Alien,Supermental,285000087
113,Formation: Fluid,Supermental,285000087
114,Mental state: FOMO,Supermental,285000087
115,All Supermentals,Supermental,285000088
116,World: Meteor falls,Supermental,285000088
117,Palette: Nebula,Supermental,285000088
118,Formation: Fluid,Supermental,285000088
119,Mental state: Balanced,Supermental,285000088
120,All Supermentals,Supermental,285000089
121,World: Big bang,Supermental,285000089
122,Palette: Fusion,Supermental,285000089
123,Formation: Fluid,Supermental,285000089
124,Mental state: FOMO,Supermental,285000089
125,All Supermentals,Supermental,285000090
126,World: Retrograde,Supermental,285000090
127,Palette: Milky way,Supermental,285000090
128,Formation: Fluid,Supermental,285000090
129,Mental state: Loss aversion,Supermental,285000090
130,All Supermentals,Supermental,285000091
131,World: Retrograde,Supermental,285000091
132,Palette: Ocean moon,Supermental,285000091
133,Formation: Hold the line,Supermental,285000091
134,Mental state: FOMO,Supermental,285000091
135,All Supermentals,Supermental,285000092
136,World: Meteor falls,Supermental,285000092
137,Palette: Astral ocean,Supermental,285000092
138,Formation: Fluid,Supermental,285000092
139,Mental state: FOMO,Supermental,285000092
140,All Supermentals,Supermental,285000093
141,World: Astro storm,Supermental,285000093
142,Palette: Alien,Supermental,285000093
143,Formation: Fluid,Supermental,285000093
144,Mental state: Balanced,Supermental,285000093
145,All Supermentals,Supermental,285000094
146,World: Meteor falls,Supermental,285000094
147,Palette: Milky moon,Supermental,285000094
148,Formation: Hold the line,Supermental,285000094
149,Mental state: Balanced,Supermental,285000094
150,All Supermentals,Supermental,285000095
151,World: Parallel dimension,Supermental,285000095
152,Palette: Nebula,Supermental,285000095
153,Formation: Fluid,Supermental,285000095
154,Mental state: FOMO,Supermental,285000095
155,All Supermentals,Supermental,285000096
156,World: Prison moon,Supermental,285000096
157,Palette: Astral energy,Supermental,285000096
158,Formation: Fluid,Supermental,285000096
159,Mental state: Loss aversion,Supermental,285000096
160,All Supermentals,Supermental,285000097
161,World: Parallel dimension,Supermental,285000097
162,Palette: Milky moon,Supermental,285000097
163,Formation: Fluid,Supermental,285000097
164,Mental state: Loss aversion,Supermental,285000097
165,All Supermentals,Supermental,285000098
166,World: Meteor falls,Supermental,285000098
167,Palette: Marsian spider,Supermental,285000098
168,Formation: Fluid,Supermental,285000098
169,Mental state: Balanced,Supermental,285000098
170,All Supermentals,Supermental,285000099
171,World: Big bang,Supermental,285000099
172,Palette: Nebula,Supermental,285000099
173,Formation: Fluid,Supermental,285000099
174,Mental state: Balanced,Supermental,285000099
175,All Supermentals,Supermental,285000100
176,World: Mental spaceport,Supermental,285000100
177,Palette: Marsian spider,Supermental,285000100
178,Formation: Alone,Supermental,285000100
179,Mental state: Balanced,Supermental,285000100
180,All Supermentals,Supermental,285000101
181,World: Prison moon,Supermental,285000101
182,Palette: Dark light,Supermental,285000101
183,Formation: Alone,Supermental,285000101
184,Mental state: Balanced,Supermental,285000101
185,All Supermentals,Supermental,285000102
186,World: Astro storm,Supermental,285000102
187,Palette: Marsian spider,Supermental,285000102
188,Formation: Fluid,Supermental,285000102
189,Mental state: Balanced,Supermental,285000102
190,All Supermentals,Supermental,285000103
191,World: Astro storm,Supermental,285000103
192,Palette: Dark moon,Supermental,285000103
193,Formation: Roaming,Supermental,285000103
194,Mental state: Balanced,Supermental,285000103
195,All Supermentals,Supermental,285000104
196,World: Astro storm,Supermental,285000104
197,Palette: Dark way,Supermental,285000104
198,Formation: Fluid,Supermental,285000104
199,Mental state: Loss aversion,Supermental,285000104
200,All Supermentals,Supermental,285000105
201,World: Astro storm,Supermental,285000105
202,Palette: Alien,Supermental,285000105
203,Formation: Fluid,Supermental,285000105
204,Mental state: Balanced,Supermental,285000105
205,All Supermentals,Supermental,285000106
206,World: Citadel of time,Supermental,285000106
207,Palette: Sunlight,Supermental,285000106
208,Formation: Fluid,Supermental,285000106
209,Mental state: FOMO,Supermental,285000106
210,All Supermentals,Supermental,285000107
211,World: Meteor falls,Supermental,285000107
212,Palette: Sunlight,Supermental,285000107
213,Formation: Alone,Supermental,285000107
214,Mental state: Loss aversion,Supermental,285000107
215,All Supermentals,Supermental,285000108
216,World: Astro storm,Supermental,285000108
217,Palette: Milky way,Supermental,285000108
218,Formation: Hold the line,Supermental,285000108
219,Mental state: Loss aversion,Supermental,285000108
220,All Supermentals,Supermental,285000109
221,World: Big bang,Supermental,285000109
222,Palette: Marsian spider,Supermental,285000109
223,Formation: Roaming,Supermental,285000109
224,Mental state: Loss aversion,Supermental,285000109
225,All Supermentals,Supermental,285000110
226,World: Big bang,Supermental,285000110
227,Palette: Nebula,Supermental,285000110
228,Formation: Fluid,Supermental,285000110
229,Mental state: Balanced,Supermental,285000110
230,All Supermentals,Supermental,285000111
231,World: Galaxy,Supermental,285000111
232,Palette: Ocean moon,Supermental,285000111
233,Formation: Roaming,Supermental,285000111
234,Mental state: FOMO,Supermental,285000111
235,All Supermentals,Supermental,285000112
236,World: Astro storm,Supermental,285000112
237,Palette: Light of the Ocean,Supermental,285000112
238,Formation: Hold the line,Supermental,285000112
239,Mental state: Loss aversion,Supermental,285000112
