,value,trait_type,collectionTokenId
0,All Freeplans,Freeplan,245000007
1,Path: No,Freeplan,245000007
2,Pool: No,Freeplan,245000007
3,Roof: No,Freeplan,245000007
4,Tree: Evergreen,Freeplan,245000007
5,Hatch: Solid,Freeplan,245000007
6,Context: No,Freeplan,245000007
7,Structure: No,Freeplan,245000007
8,WallCount: 5,Freeplan,245000007
9,Background: Grid,Freeplan,245000007
10,WallExtend: Yes,Freeplan,245000007
11,SectionLine: No,Freeplan,245000007
12,WallThickness: Thick,Freeplan,245000007
13,Representation: Rendered,Freeplan,245000007
14,All Freeplans,Freeplan,245000008
15,Path: Right,Freeplan,245000008
16,Pool: No,Freeplan,245000008
17,Roof: Projected,Freeplan,245000008
18,Tree: Evergreen,Freeplan,245000008
19,Hatch: ANSI31,Freeplan,245000008
20,Context: No,Freeplan,245000008
21,Structure: Square,Freeplan,245000008
22,WallCount: 3,Freeplan,245000008
23,Background: Grid,Freeplan,245000008
24,WallExtend: No,Freeplan,245000008
25,SectionLine: No,Freeplan,245000008
26,WallThickness: Thin,Freeplan,245000008
27,Representation: Blue pen,Freeplan,245000008
28,All Freeplans,Freeplan,245000009
29,Path: No,Freeplan,245000009
30,Pool: No,Freeplan,245000009
31,Roof: No,Freeplan,245000009
32,Tree: Shrub,Freeplan,245000009
33,Hatch: Solid,Freeplan,245000009
34,Context: No,Freeplan,245000009
35,Structure: Cross,Freeplan,245000009
36,WallCount: 3,Freeplan,245000009
37,Background: Dotted,Freeplan,245000009
38,WallExtend: No,Freeplan,245000009
39,SectionLine: No,Freeplan,245000009
40,WallThickness: Thick,Freeplan,245000009
41,Representation: Rendered,Freeplan,245000009
42,All Freeplans,Freeplan,245000010
43,Path: Right,Freeplan,245000010
44,Pool: No,Freeplan,245000010
45,Roof: Projected,Freeplan,245000010
46,Tree: Evergreen,Freeplan,245000010
47,Hatch: Solid,Freeplan,245000010
48,Context: No,Freeplan,245000010
49,Structure: Square,Freeplan,245000010
50,WallCount: 6,Freeplan,245000010
51,Background: Grid,Freeplan,245000010
52,WallExtend: No,Freeplan,245000010
53,SectionLine: Yes,Freeplan,245000010
54,WallThickness: Thick,Freeplan,245000010
55,Representation: Sepia,Freeplan,245000010
56,All Freeplans,Freeplan,245000011
57,Path: Right,Freeplan,245000011
58,Pool: No,Freeplan,245000011
59,Roof: Solid,Freeplan,245000011
60,Tree: Circular,Freeplan,245000011
61,Hatch: Solid,Freeplan,245000011
62,Context: Isohypses,Freeplan,245000011
63,Structure: Cross,Freeplan,245000011
64,WallCount: 4,Freeplan,245000011
65,Background: Grid,Freeplan,245000011
66,WallExtend: No,Freeplan,245000011
67,SectionLine: Nameless,Freeplan,245000011
68,WallThickness: Thick,Freeplan,245000011
69,Representation: Sepia,Freeplan,245000011
70,All Freeplans,Freeplan,245000012
71,Path: No,Freeplan,245000012
72,Pool: No,Freeplan,245000012
73,Roof: Projected,Freeplan,245000012
74,Tree: Circular,Freeplan,245000012
75,Hatch: Solid,Freeplan,245000012
76,Context: Isohypses,Freeplan,245000012
77,Structure: No,Freeplan,245000012
78,WallCount: 3,Freeplan,245000012
79,Background: Clear,Freeplan,245000012
80,WallExtend: No,Freeplan,245000012
81,SectionLine: No,Freeplan,245000012
82,WallThickness: Thick,Freeplan,245000012
83,Representation: Rendered,Freeplan,245000012
84,All Freeplans,Freeplan,245000013
85,Path: No,Freeplan,245000013
86,Pool: No,Freeplan,245000013
87,Roof: No,Freeplan,245000013
88,Tree: Evergreen,Freeplan,245000013
89,Hatch: ANSI31,Freeplan,245000013
90,Context: No,Freeplan,245000013
91,Structure: Square,Freeplan,245000013
92,WallCount: 5,Freeplan,245000013
93,Background: Grid,Freeplan,245000013
94,WallExtend: Yes,Freeplan,245000013
95,SectionLine: Yes,Freeplan,245000013
96,WallThickness: Thin,Freeplan,245000013
97,Representation: Sepia,Freeplan,245000013
98,All Freeplans,Freeplan,245000014
99,Path: No,Freeplan,245000014
100,Pool: No,Freeplan,245000014
101,Roof: Projected,Freeplan,245000014
102,Tree: Evergreen,Freeplan,245000014
103,Hatch: Solid,Freeplan,245000014
104,Context: No,Freeplan,245000014
105,Structure: No,Freeplan,245000014
106,WallCount: 3,Freeplan,245000014
107,Background: Dotted,Freeplan,245000014
108,WallExtend: Yes,Freeplan,245000014
109,SectionLine: No,Freeplan,245000014
110,WallThickness: Thick,Freeplan,245000014
111,Representation: Just line,Freeplan,245000014
112,All Freeplans,Freeplan,245000015
113,Path: Left,Freeplan,245000015
114,Pool: No,Freeplan,245000015
115,Roof: Projected,Freeplan,245000015
116,Tree: Evergreen,Freeplan,245000015
117,Hatch: Solid,Freeplan,245000015
118,Context: No,Freeplan,245000015
119,Structure: Square,Freeplan,245000015
120,WallCount: 6,Freeplan,245000015
121,Background: Clear,Freeplan,245000015
122,WallExtend: No,Freeplan,245000015
123,SectionLine: Yes,Freeplan,245000015
124,WallThickness: Thick,Freeplan,245000015
125,Representation: Red pen,Freeplan,245000015
126,All Freeplans,Freeplan,245000016
127,Path: No,Freeplan,245000016
128,Pool: Yes,Freeplan,245000016
129,Roof: No,Freeplan,245000016
130,Tree: Shrub,Freeplan,245000016
131,Hatch: ANSI31,Freeplan,245000016
132,Context: No,Freeplan,245000016
133,Structure: Square,Freeplan,245000016
134,WallCount: 5,Freeplan,245000016
135,Background: Grid,Freeplan,245000016
136,WallExtend: Yes,Freeplan,245000016
137,SectionLine: No,Freeplan,245000016
138,WallThickness: Thin,Freeplan,245000016
139,Representation: Sepia,Freeplan,245000016
140,All Freeplans,Freeplan,245000017
141,Path: No,Freeplan,245000017
142,Pool: No,Freeplan,245000017
143,Roof: No,Freeplan,245000017
144,Tree: Circular,Freeplan,245000017
145,Hatch: ANSI31,Freeplan,245000017
146,Context: No,Freeplan,245000017
147,Structure: No,Freeplan,245000017
148,WallCount: 3,Freeplan,245000017
149,Background: Clear,Freeplan,245000017
150,WallExtend: No,Freeplan,245000017
151,SectionLine: Yes,Freeplan,245000017
152,WallThickness: Thin,Freeplan,245000017
153,Representation: Rendered,Freeplan,245000017
154,All Freeplans,Freeplan,245000018
155,Path: No,Freeplan,245000018
156,Pool: No,Freeplan,245000018
157,Roof: No,Freeplan,245000018
158,Tree: Evergreen,Freeplan,245000018
159,Hatch: Solid,Freeplan,245000018
160,Context: No,Freeplan,245000018
161,Structure: No,Freeplan,245000018
162,WallCount: 5,Freeplan,245000018
163,Background: Clear,Freeplan,245000018
164,WallExtend: No,Freeplan,245000018
165,SectionLine: No,Freeplan,245000018
166,WallThickness: Thick,Freeplan,245000018
167,Representation: Blue pen,Freeplan,245000018
168,All Freeplans,Freeplan,245000019
169,Path: No,Freeplan,245000019
170,Pool: No,Freeplan,245000019
171,Roof: No,Freeplan,245000019
172,Tree: Circular,Freeplan,245000019
173,Hatch: Solid,Freeplan,245000019
174,Context: No,Freeplan,245000019
175,Structure: Square,Freeplan,245000019
176,WallCount: 7,Freeplan,245000019
177,Background: Grid,Freeplan,245000019
178,WallExtend: No,Freeplan,245000019
179,SectionLine: Nameless,Freeplan,245000019
180,WallThickness: Thin,Freeplan,245000019
181,Representation: Blue pen,Freeplan,245000019
182,All Freeplans,Freeplan,245000020
183,Path: No,Freeplan,245000020
184,Pool: No,Freeplan,245000020
185,Roof: No,Freeplan,245000020
186,Tree: Shrub,Freeplan,245000020
187,Hatch: Solid,Freeplan,245000020
188,Context: No,Freeplan,245000020
189,Structure: Cross,Freeplan,245000020
190,WallCount: 7,Freeplan,245000020
191,Background: Grid,Freeplan,245000020
192,WallExtend: Yes,Freeplan,245000020
193,SectionLine: No,Freeplan,245000020
194,WallThickness: Thick,Freeplan,245000020
195,Representation: Blue pen,Freeplan,245000020
196,All Freeplans,Freeplan,245000021
197,Path: No,Freeplan,245000021
198,Pool: No,Freeplan,245000021
199,Roof: Projected,Freeplan,245000021
200,Tree: Shrub,Freeplan,245000021
201,Hatch: ANSI31,Freeplan,245000021
202,Context: Isohypses,Freeplan,245000021
203,Structure: No,Freeplan,245000021
204,WallCount: 7,Freeplan,245000021
205,Background: Crossgrid,Freeplan,245000021
206,WallExtend: No,Freeplan,245000021
207,SectionLine: Nameless,Freeplan,245000021
208,WallThickness: Thick,Freeplan,245000021
209,Representation: Rendered,Freeplan,245000021
210,All Freeplans,Freeplan,245000022
211,Path: No,Freeplan,245000022
212,Pool: Yes,Freeplan,245000022
213,Roof: No,Freeplan,245000022
214,Tree: Shrub,Freeplan,245000022
215,Hatch: Solid,Freeplan,245000022
216,Context: No,Freeplan,245000022
217,Structure: No,Freeplan,245000022
218,WallCount: 3,Freeplan,245000022
219,Background: Grid,Freeplan,245000022
220,WallExtend: Yes,Freeplan,245000022
221,SectionLine: Nameless,Freeplan,245000022
222,WallThickness: Thick,Freeplan,245000022
223,Representation: Rendered,Freeplan,245000022
224,All Freeplans,Freeplan,245000023
225,Path: No,Freeplan,245000023
226,Pool: No,Freeplan,245000023
227,Roof: No,Freeplan,245000023
228,Tree: Evergreen,Freeplan,245000023
229,Hatch: Solid,Freeplan,245000023
230,Context: Isohypses,Freeplan,245000023
231,Structure: No,Freeplan,245000023
232,WallCount: 7,Freeplan,245000023
233,Background: Dotted,Freeplan,245000023
234,WallExtend: No,Freeplan,245000023
235,SectionLine: Yes,Freeplan,245000023
236,WallThickness: Thick,Freeplan,245000023
237,Representation: Just line,Freeplan,245000023
238,All Freeplans,Freeplan,245000024
239,Path: No,Freeplan,245000024
240,Pool: Yes,Freeplan,245000024
241,Roof: Solid,Freeplan,245000024
242,Tree: Evergreen,Freeplan,245000024
243,Hatch: Solid,Freeplan,245000024
244,Context: No,Freeplan,245000024
245,Structure: Square,Freeplan,245000024
246,WallCount: 4,Freeplan,245000024
247,Background: Clear,Freeplan,245000024
248,WallExtend: Yes,Freeplan,245000024
249,SectionLine: Yes,Freeplan,245000024
250,WallThickness: Thick,Freeplan,245000024
251,Representation: Just line,Freeplan,245000024
252,All Freeplans,Freeplan,245000025
253,Path: Left,Freeplan,245000025
254,Pool: No,Freeplan,245000025
255,Roof: Solid,Freeplan,245000025
256,Tree: Evergreen,Freeplan,245000025
257,Hatch: Solid,Freeplan,245000025
258,Context: No,Freeplan,245000025
259,Structure: Square,Freeplan,245000025
260,WallCount: 7,Freeplan,245000025
261,Background: Clear,Freeplan,245000025
262,WallExtend: Yes,Freeplan,245000025
263,SectionLine: Yes,Freeplan,245000025
264,WallThickness: Thick,Freeplan,245000025
265,Representation: Just line,Freeplan,245000025
266,All Freeplans,Freeplan,245000026
267,Path: Left,Freeplan,245000026
268,Pool: No,Freeplan,245000026
269,Roof: No,Freeplan,245000026
270,Tree: Circular,Freeplan,245000026
271,Hatch: ANSI31,Freeplan,245000026
272,Context: Isohypses,Freeplan,245000026
273,Structure: Square,Freeplan,245000026
274,WallCount: 3,Freeplan,245000026
275,Background: Dotted,Freeplan,245000026
276,WallExtend: No,Freeplan,245000026
277,SectionLine: Nameless,Freeplan,245000026
278,WallThickness: Thin,Freeplan,245000026
279,Representation: Rendered,Freeplan,245000026
280,All Freeplans,Freeplan,245000027
281,Path: No,Freeplan,245000027
282,Pool: No,Freeplan,245000027
283,Roof: Solid,Freeplan,245000027
284,Tree: Circular,Freeplan,245000027
285,Hatch: Solid,Freeplan,245000027
286,Context: Isohypses,Freeplan,245000027
287,Structure: Cross,Freeplan,245000027
288,WallCount: 6,Freeplan,245000027
289,Background: Clear,Freeplan,245000027
290,WallExtend: No,Freeplan,245000027
291,SectionLine: Yes,Freeplan,245000027
292,WallThickness: Thick,Freeplan,245000027
293,Representation: Just line,Freeplan,245000027
294,All Freeplans,Freeplan,245000028
295,Path: Right,Freeplan,245000028
296,Pool: Yes,Freeplan,245000028
297,Roof: No,Freeplan,245000028
298,Tree: Shrub,Freeplan,245000028
299,Hatch: ANSI31,Freeplan,245000028
300,Context: No,Freeplan,245000028
301,Structure: Circular,Freeplan,245000028
302,WallCount: 7,Freeplan,245000028
303,Background: Crossgrid,Freeplan,245000028
304,WallExtend: Yes,Freeplan,245000028
305,SectionLine: No,Freeplan,245000028
306,WallThickness: Thin,Freeplan,245000028
307,Representation: Rendered,Freeplan,245000028
308,All Freeplans,Freeplan,245000029
309,Path: Left,Freeplan,245000029
310,Pool: No,Freeplan,245000029
311,Roof: Solid,Freeplan,245000029
312,Tree: Evergreen,Freeplan,245000029
313,Hatch: Solid,Freeplan,245000029
314,Context: No,Freeplan,245000029
315,Structure: No,Freeplan,245000029
316,WallCount: 4,Freeplan,245000029
317,Background: Dotted,Freeplan,245000029
318,WallExtend: No,Freeplan,245000029
319,SectionLine: No,Freeplan,245000029
320,WallThickness: Thick,Freeplan,245000029
321,Representation: Just line,Freeplan,245000029
322,All Freeplans,Freeplan,245000030
323,Path: No,Freeplan,245000030
324,Pool: No,Freeplan,245000030
325,Roof: Projected,Freeplan,245000030
326,Tree: Circular,Freeplan,245000030
327,Hatch: Solid,Freeplan,245000030
328,Context: No,Freeplan,245000030
329,Structure: No,Freeplan,245000030
330,WallCount: 4,Freeplan,245000030
331,Background: Clear,Freeplan,245000030
332,WallExtend: No,Freeplan,245000030
333,SectionLine: No,Freeplan,245000030
334,WallThickness: Thick,Freeplan,245000030
335,Representation: Blue pen,Freeplan,245000030
336,All Freeplans,Freeplan,245000031
337,Path: Right,Freeplan,245000031
338,Pool: No,Freeplan,245000031
339,Roof: Projected,Freeplan,245000031
340,Tree: Shrub,Freeplan,245000031
341,Hatch: Solid,Freeplan,245000031
342,Context: No,Freeplan,245000031
343,Structure: No,Freeplan,245000031
344,WallCount: 4,Freeplan,245000031
345,Background: Dotted,Freeplan,245000031
346,WallExtend: Yes,Freeplan,245000031
347,SectionLine: Yes,Freeplan,245000031
348,WallThickness: Thick,Freeplan,245000031
349,Representation: Rendered,Freeplan,245000031
350,All Freeplans,Freeplan,245000032
351,Path: Left,Freeplan,245000032
352,Pool: No,Freeplan,245000032
353,Roof: No,Freeplan,245000032
354,Tree: Evergreen,Freeplan,245000032
355,Hatch: Solid,Freeplan,245000032
356,Context: No,Freeplan,245000032
357,Structure: Square,Freeplan,245000032
358,WallCount: 3,Freeplan,245000032
359,Background: Dotted,Freeplan,245000032
360,WallExtend: No,Freeplan,245000032
361,SectionLine: No,Freeplan,245000032
362,WallThickness: Thick,Freeplan,245000032
363,Representation: Red pen,Freeplan,245000032
364,All Freeplans,Freeplan,245000033
365,Path: Left,Freeplan,245000033
366,Pool: Yes,Freeplan,245000033
367,Roof: Projected,Freeplan,245000033
368,Tree: Shrub,Freeplan,245000033
369,Hatch: ANSI31,Freeplan,245000033
370,Context: Isohypses,Freeplan,245000033
371,Structure: Cross,Freeplan,245000033
372,WallCount: 6,Freeplan,245000033
373,Background: Crossgrid,Freeplan,245000033
374,WallExtend: No,Freeplan,245000033
375,SectionLine: Nameless,Freeplan,245000033
376,WallThickness: Thick,Freeplan,245000033
377,Representation: Black,Freeplan,245000033
378,All Freeplans,Freeplan,245000034
379,Path: No,Freeplan,245000034
380,Pool: No,Freeplan,245000034
381,Roof: Projected,Freeplan,245000034
382,Tree: Circular,Freeplan,245000034
383,Hatch: ANSI31,Freeplan,245000034
384,Context: No,Freeplan,245000034
385,Structure: No,Freeplan,245000034
386,WallCount: 7,Freeplan,245000034
387,Background: Clear,Freeplan,245000034
388,WallExtend: No,Freeplan,245000034
389,SectionLine: Yes,Freeplan,245000034
390,WallThickness: Thin,Freeplan,245000034
391,Representation: Sepia,Freeplan,245000034
392,All Freeplans,Freeplan,245000035
393,Path: No,Freeplan,245000035
394,Pool: No,Freeplan,245000035
395,Roof: Projected,Freeplan,245000035
396,Tree: Evergreen,Freeplan,245000035
397,Hatch: ANSI31,Freeplan,245000035
398,Context: No,Freeplan,245000035
399,Structure: No,Freeplan,245000035
400,WallCount: 7,Freeplan,245000035
401,Background: Crossgrid,Freeplan,245000035
402,WallExtend: No,Freeplan,245000035
403,SectionLine: Nameless,Freeplan,245000035
404,WallThickness: Thin,Freeplan,245000035
405,Representation: Just line,Freeplan,245000035
406,All Freeplans,Freeplan,245000036
407,Path: Right,Freeplan,245000036
408,Pool: No,Freeplan,245000036
409,Roof: No,Freeplan,245000036
410,Tree: Circular,Freeplan,245000036
411,Hatch: Solid,Freeplan,245000036
412,Context: No,Freeplan,245000036
413,Structure: Circular,Freeplan,245000036
414,WallCount: 6,Freeplan,245000036
415,Background: Dotted,Freeplan,245000036
416,WallExtend: Yes,Freeplan,245000036
