,value,trait_type,collectionTokenId
0,All Cryptoblots,Cryptoblots,3001142
1,Color: Chocolate Brown,Cryptoblots,3001142
2,Mystery Feature: Binary Cryptoblot,Cryptoblots,3001142
3,All Cryptoblots,Cryptoblots,3001143
4,Color: Argentinian Blue,Cryptoblots,3001143
5,Mystery Feature: Binary Cryptoblot,Cryptoblots,3001143
6,All Cryptoblots,Cryptoblots,3001144
7,Color: Canary Yellow,Cryptoblots,3001144
8,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001144
9,All Cryptoblots,Cryptoblots,3001145
10,Color: Cardinal Red,Cryptoblots,3001145
11,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001145
12,All Cryptoblots,Cryptoblots,3001146
13,Color: Moroccan Blue,Cryptoblots,3001146
14,Mystery Feature: Binary Cryptoblot,Cryptoblots,3001146
15,All Cryptoblots,Cryptoblots,3001147
16,Color: Hunyadi Yellow,Cryptoblots,3001147
17,Mystery Feature: Ternary Cryptoblot,Cryptoblots,3001147
18,All Cryptoblots,Cryptoblots,3001148
19,Color: Savoy Blue,Cryptoblots,3001148
20,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001148
21,All Cryptoblots,Cryptoblots,3001149
22,Color: Palatinate Purple,Cryptoblots,3001149
23,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001149
24,All Cryptoblots,Cryptoblots,3001150
25,Color: Emerald Green,Cryptoblots,3001150
26,Mystery Feature: Binary Cryptoblot,Cryptoblots,3001150
27,All Cryptoblots,Cryptoblots,3001151
28,Color: Khaki Brown,Cryptoblots,3001151
29,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001151
30,All Cryptoblots,Cryptoblots,3001152
31,Color: Shamrock Green,Cryptoblots,3001152
32,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001152
33,All Cryptoblots,Cryptoblots,3001153
34,Color: Tyrian Purple,Cryptoblots,3001153
35,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001153
36,All Cryptoblots,Cryptoblots,3001154
37,Color: Spanish Gray,Cryptoblots,3001154
38,Mystery Feature: Ternary Cryptoblot,Cryptoblots,3001154
39,All Cryptoblots,Cryptoblots,3001155
40,Color: Spanish Gray,Cryptoblots,3001155
41,Mystery Feature: Binary Cryptoblot,Cryptoblots,3001155
42,All Cryptoblots,Cryptoblots,3001156
43,Color: Emerald Green,Cryptoblots,3001156
44,Mystery Feature: Ternary Cryptoblot,Cryptoblots,3001156
45,All Cryptoblots,Cryptoblots,3001157
46,Color: Chocolate Brown,Cryptoblots,3001157
47,Mystery Feature: Binary Cryptoblot,Cryptoblots,3001157
48,All Cryptoblots,Cryptoblots,3001158
49,Color: Chestnut Brown,Cryptoblots,3001158
50,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001158
51,All Cryptoblots,Cryptoblots,3001159
52,Color: Argentinian Blue,Cryptoblots,3001159
53,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001159
54,All Cryptoblots,Cryptoblots,3001160
55,Color: Canary Yellow,Cryptoblots,3001160
56,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001160
57,All Cryptoblots,Cryptoblots,3001161
58,Color: Marengo Gray,Cryptoblots,3001161
59,Mystery Feature: Binary Cryptoblot,Cryptoblots,3001161
60,All Cryptoblots,Cryptoblots,3001162
61,Color: Dark Brown,Cryptoblots,3001162
62,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001162
63,All Cryptoblots,Cryptoblots,3001163
64,Color: Canary Yellow,Cryptoblots,3001163
65,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001163
66,All Cryptoblots,Cryptoblots,3001164
67,Color: Shamrock Green,Cryptoblots,3001164
68,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001164
69,All Cryptoblots,Cryptoblots,3001165
70,Color: Spanish Red,Cryptoblots,3001165
71,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001165
72,All Cryptoblots,Cryptoblots,3001166
73,Color: Tyrian Purple,Cryptoblots,3001166
74,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001166
75,All Cryptoblots,Cryptoblots,3001167
76,Color: Shamrock Green,Cryptoblots,3001167
77,Mystery Feature: Binary Cryptoblot,Cryptoblots,3001167
78,All Cryptoblots,Cryptoblots,3001168
79,Color: Marengo Gray,Cryptoblots,3001168
80,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001168
81,All Cryptoblots,Cryptoblots,3001169
82,Color: Golden Yellow,Cryptoblots,3001169
83,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001169
84,All Cryptoblots,Cryptoblots,3001170
85,Color: Chestnut Brown,Cryptoblots,3001170
86,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001170
87,All Cryptoblots,Cryptoblots,3001171
88,Color: Moroccan Blue,Cryptoblots,3001171
89,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001171
90,All Cryptoblots,Cryptoblots,3001172
91,Color: Mantis Green,Cryptoblots,3001172
92,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001172
93,All Cryptoblots,Cryptoblots,3001173
94,Color: Cream Yellow,Cryptoblots,3001173
95,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001173
96,All Cryptoblots,Cryptoblots,3001174
97,Color: Marengo Gray,Cryptoblots,3001174
98,Mystery Feature: Binary Cryptoblot,Cryptoblots,3001174
99,All Cryptoblots,Cryptoblots,3001175
100,Color: Argentinian Blue,Cryptoblots,3001175
101,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001175
102,All Cryptoblots,Cryptoblots,3001176
103,Color: Cardinal Red,Cryptoblots,3001176
104,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001176
105,All Cryptoblots,Cryptoblots,3001177
106,Color: Dark Brown,Cryptoblots,3001177
107,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001177
108,All Cryptoblots,Cryptoblots,3001178
109,Color: Moroccan Blue,Cryptoblots,3001178
110,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001178
111,All Cryptoblots,Cryptoblots,3001179
112,Color: Chocolate Brown,Cryptoblots,3001179
113,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001179
114,All Cryptoblots,Cryptoblots,3001180
115,Color: Savoy Blue,Cryptoblots,3001180
116,Mystery Feature: Ternary Cryptoblot,Cryptoblots,3001180
117,All Cryptoblots,Cryptoblots,3001181
118,Color: Argentinian Blue,Cryptoblots,3001181
119,Mystery Feature: Binary Cryptoblot,Cryptoblots,3001181
120,All Cryptoblots,Cryptoblots,3001182
121,Color: Marengo Gray,Cryptoblots,3001182
122,Mystery Feature: Binary Cryptoblot,Cryptoblots,3001182
123,All Cryptoblots,Cryptoblots,3001183
124,Color: Spanish Red,Cryptoblots,3001183
125,Mystery Feature: Unary Cryptoblot,Cryptoblots,3001183
