,value,trait_type,collectionTokenId
0,All Cyber Cities,Cyber Cities,14000068
1,Ships: 0,Cyber Cities,14000068
2,State: Static,Cyber Cities,14000068
3,Palette: Eternity,Cyber Cities,14000068
4,Components: 0-99,Cyber Cities,14000068
5,Color Repeat: 9,Cyber Cities,14000068
6,All Good Vibrations,Good Vibrations,140000680
7,Ring: false,Good Vibrations,140000680
8,GeoPos: 1-1,Good Vibrations,140000680
9,LineNum: 9,Good Vibrations,140000680
10,OscSine: 0,Good Vibrations,140000680
11,Surface: Ocean,Good Vibrations,140000680
12,BgObjNum: 6,Good Vibrations,140000680
13,BgSpecial: false,Good Vibrations,140000680
14,ColorDots: 2,Good Vibrations,140000680
15,MelodyNum: 4,Good Vibrations,140000680
16,OscSquare: 2,Good Vibrations,140000680
17,BgObjShape: circle,Good Vibrations,140000680
18,FrameColor: #333d47,Good Vibrations,140000680
19,OscSawtooth: 2,Good Vibrations,140000680
20,OscTriangle: 5,Good Vibrations,140000680
21,ShapeWeight: 0,Good Vibrations,140000680
22,SpecialLine: 0,Good Vibrations,140000680
23,All Good Vibrations,Good Vibrations,140000681
24,Ring: false,Good Vibrations,140000681
25,GeoPos: 3-3,Good Vibrations,140000681
26,LineNum: 8,Good Vibrations,140000681
27,OscSine: 0,Good Vibrations,140000681
28,Surface: Sunset,Good Vibrations,140000681
29,BgObjNum: 6,Good Vibrations,140000681
30,BgSpecial: false,Good Vibrations,140000681
31,ColorDots: 3,Good Vibrations,140000681
32,MelodyNum: 3,Good Vibrations,140000681
33,OscSquare: 3,Good Vibrations,140000681
34,BgObjShape: circle,Good Vibrations,140000681
35,FrameColor: #EAE4D9,Good Vibrations,140000681
36,OscSawtooth: 2,Good Vibrations,140000681
37,OscTriangle: 3,Good Vibrations,140000681
38,ShapeWeight: 1,Good Vibrations,140000681
39,SpecialLine: 1,Good Vibrations,140000681
40,All Good Vibrations,Good Vibrations,140000682
41,Ring: false,Good Vibrations,140000682
42,GeoPos: 1-1,Good Vibrations,140000682
43,LineNum: 6,Good Vibrations,140000682
44,OscSine: 1,Good Vibrations,140000682
45,Surface: Sunset,Good Vibrations,140000682
46,BgObjNum: 6,Good Vibrations,140000682
47,BgSpecial: false,Good Vibrations,140000682
48,ColorDots: 0,Good Vibrations,140000682
49,MelodyNum: 3,Good Vibrations,140000682
50,OscSquare: 0,Good Vibrations,140000682
51,BgObjShape: rect,Good Vibrations,140000682
52,FrameColor: #553B31,Good Vibrations,140000682
53,OscSawtooth: 0,Good Vibrations,140000682
54,OscTriangle: 5,Good Vibrations,140000682
55,ShapeWeight: 1,Good Vibrations,140000682
56,SpecialLine: 0,Good Vibrations,140000682
57,All Good Vibrations,Good Vibrations,140000683
58,Ring: false,Good Vibrations,140000683
59,GeoPos: 3-4,Good Vibrations,140000683
60,LineNum: 14,Good Vibrations,140000683
61,OscSine: 5,Good Vibrations,140000683
62,Surface: Sunset,Good Vibrations,140000683
63,BgObjNum: 7,Good Vibrations,140000683
64,BgSpecial: false,Good Vibrations,140000683
65,ColorDots: 3,Good Vibrations,140000683
66,MelodyNum: 5,Good Vibrations,140000683
67,OscSquare: 3,Good Vibrations,140000683
68,BgObjShape: rect,Good Vibrations,140000683
69,FrameColor: #553B31,Good Vibrations,140000683
70,OscSawtooth: 3,Good Vibrations,140000683
71,OscTriangle: 3,Good Vibrations,140000683
72,ShapeWeight: 0,Good Vibrations,140000683
73,SpecialLine: 0,Good Vibrations,140000683
74,,,140000684
75,All Good Vibrations,Good Vibrations,140000685
76,Ring: false,Good Vibrations,140000685
77,GeoPos: 3-3,Good Vibrations,140000685
78,LineNum: 6,Good Vibrations,140000685
79,OscSine: 3,Good Vibrations,140000685
80,Surface: Sunset,Good Vibrations,140000685
81,BgObjNum: 33,Good Vibrations,140000685
82,BgSpecial: false,Good Vibrations,140000685
83,ColorDots: 0,Good Vibrations,140000685
84,MelodyNum: 5,Good Vibrations,140000685
85,OscSquare: 0,Good Vibrations,140000685
86,BgObjShape: rect,Good Vibrations,140000685
87,FrameColor: #CB5958,Good Vibrations,140000685
88,OscSawtooth: 2,Good Vibrations,140000685
89,OscTriangle: 1,Good Vibrations,140000685
90,ShapeWeight: 0,Good Vibrations,140000685
91,SpecialLine: 0,Good Vibrations,140000685
92,All Good Vibrations,Good Vibrations,140000686
93,Ring: false,Good Vibrations,140000686
94,GeoPos: 2-1,Good Vibrations,140000686
95,LineNum: 4,Good Vibrations,140000686
96,OscSine: 2,Good Vibrations,140000686
97,Surface: Ocean,Good Vibrations,140000686
98,BgObjNum: 0,Good Vibrations,140000686
99,BgSpecial: true,Good Vibrations,140000686
100,ColorDots: 0,Good Vibrations,140000686
101,MelodyNum: 4,Good Vibrations,140000686
102,OscSquare: 2,Good Vibrations,140000686
103,BgObjShape: rect,Good Vibrations,140000686
104,FrameColor: #3B5F88,Good Vibrations,140000686
105,OscSawtooth: 0,Good Vibrations,140000686
106,OscTriangle: 0,Good Vibrations,140000686
107,ShapeWeight: 1,Good Vibrations,140000686
108,SpecialLine: 0,Good Vibrations,140000686
109,All Good Vibrations,Good Vibrations,140000687
110,Ring: false,Good Vibrations,140000687
111,GeoPos: 4-3,Good Vibrations,140000687
112,LineNum: 5,Good Vibrations,140000687
113,OscSine: 2,Good Vibrations,140000687
114,Surface: Ocean,Good Vibrations,140000687
115,BgObjNum: 8,Good Vibrations,140000687
116,BgSpecial: false,Good Vibrations,140000687
117,ColorDots: 0,Good Vibrations,140000687
118,MelodyNum: 4,Good Vibrations,140000687
119,OscSquare: 1,Good Vibrations,140000687
120,BgObjShape: circle,Good Vibrations,140000687
121,FrameColor: #3B5F88,Good Vibrations,140000687
122,OscSawtooth: 0,Good Vibrations,140000687
123,OscTriangle: 2,Good Vibrations,140000687
124,ShapeWeight: 0,Good Vibrations,140000687
125,SpecialLine: 0,Good Vibrations,140000687
126,All Good Vibrations,Good Vibrations,140000688
127,Ring: false,Good Vibrations,140000688
128,GeoPos: 2-3,Good Vibrations,140000688
129,LineNum: 6,Good Vibrations,140000688
130,OscSine: 1,Good Vibrations,140000688
131,Surface: Ocean,Good Vibrations,140000688
132,BgObjNum: 7,Good Vibrations,140000688
133,BgSpecial: false,Good Vibrations,140000688
134,ColorDots: 0,Good Vibrations,140000688
135,MelodyNum: 3,Good Vibrations,140000688
136,OscSquare: 0,Good Vibrations,140000688
137,BgObjShape: rect,Good Vibrations,140000688
138,FrameColor: #3B5F88,Good Vibrations,140000688
139,OscSawtooth: 3,Good Vibrations,140000688
140,OscTriangle: 2,Good Vibrations,140000688
141,ShapeWeight: 0,Good Vibrations,140000688
142,SpecialLine: 0,Good Vibrations,140000688
143,All Good Vibrations,Good Vibrations,140000689
144,Ring: false,Good Vibrations,140000689
145,GeoPos: 1-2,Good Vibrations,140000689
146,LineNum: 11,Good Vibrations,140000689
