"DateTime";"Active market wallets";"Average USD"
"2022-02-22 00:00:00";70116;906,08
"2022-02-23 00:00:00";73353;1031,61
"2022-02-24 00:00:00";56122;1368,16
"2022-02-25 00:00:00";57096;1251,69
"2022-02-26 00:00:00";59025;950,38
"2022-02-27 00:00:00";52746;1246,05
"2022-02-28 00:00:00";50745;759,53
"2022-03-01 00:00:00";51712;674,38
"2022-03-02 00:00:00";55241;844,68
"2022-03-03 00:00:00";50599;883,57
"2022-03-04 00:00:00";53827;960,34
"2022-03-05 00:00:00";51326;767,14
"2022-03-06 00:00:00";43438;735,71
"2022-03-07 00:00:00";45268;840,39
"2022-03-08 00:00:00";40524;1041,6
"2022-03-09 00:00:00";43140;839,17
"2022-03-10 00:00:00";40146;896,35
"2022-03-11 00:00:00";40529;1371,79
"2022-03-12 00:00:00";39280;1395,52
"2022-03-13 00:00:00";38216;1099,87
"2022-03-14 00:00:00";37378;906,73
"2022-03-15 00:00:00";41122;947,89
"2022-03-16 00:00:00";36238;1627,81
"2022-03-17 00:00:00";37664;2919,85
"2022-03-18 00:00:00";36146;2573,18
"2022-03-19 00:00:00";35110;2641,25
"2022-03-20 00:00:00";35776;1702,79
"2022-03-21 00:00:00";34722;1504,9
"2022-03-22 00:00:00";33812;1257,97
"2022-03-23 00:00:00";36886;1422,89
"2022-03-24 00:00:00";37012;1732,19
"2022-03-25 00:00:00";37223;1368,82
"2022-03-26 00:00:00";29754;1767,32
"2022-03-27 00:00:00";33384;1505,41
"2022-03-28 00:00:00";35058;1156,75
"2022-03-29 00:00:00";32817;1389,12
"2022-03-30 00:00:00";26945;2541,76
"2022-03-31 00:00:00";25252;2894,9
"2022-04-01 00:00:00";23601;3514,31
"2022-04-02 00:00:00";28946;3730,87
"2022-04-03 00:00:00";33924;3517,61
"2022-04-04 00:00:00";32748;2643,54
"2022-04-05 00:00:00";30163;2498,54
"2022-04-06 00:00:00";50500;994,36
"2022-04-07 00:00:00";49530;1268,3
"2022-04-08 00:00:00";41059;1086,09
"2022-04-09 00:00:00";35713;1317,3
"2022-04-10 00:00:00";31938;1294,93
"2022-04-11 00:00:00";29461;1411,39
"2022-04-12 00:00:00";28802;1449,12
"2022-04-13 00:00:00";31907;1629,11
"2022-04-14 00:00:00";35153;1384,78
"2022-04-15 00:00:00";32201;1301,73
"2022-04-16 00:00:00";38746;4594,79
"2022-04-17 00:00:00";30082;3242,57
"2022-04-18 00:00:00";35475;2474,15
"2022-04-19 00:00:00";33738;2624,22
"2022-04-20 00:00:00";30263;2864,52
"2022-04-21 00:00:00";30692;2981,91
"2022-04-22 00:00:00";32510;2256,31
"2022-04-23 00:00:00";34760;1963,95
"2022-04-24 00:00:00";34891;2248,41
"2022-04-25 00:00:00";38119;2503
"2022-04-26 00:00:00";40277;1872,7
"2022-04-27 00:00:00";44191;1363,19
"2022-04-28 00:00:00";43475;1574,44
"2022-04-29 00:00:00";32810;2105,85
"2022-04-30 00:00:00";35980;1840,29
"2022-05-01 00:00:00";70017;6661,66
"2022-05-02 00:00:00";51346;2605,98
"2022-05-03 00:00:00";46185;1685,5
"2022-05-04 00:00:00";39350;2800,58
"2022-05-05 00:00:00";41962;3044,78
"2022-05-06 00:00:00";38970;2185,62
"2022-05-07 00:00:00";35832;1740,78
"2022-05-08 00:00:00";27807;1397,65
"2022-05-09 00:00:00";30779;2121,22
"2022-05-10 00:00:00";36243;2991,29
"2022-05-11 00:00:00";24305;2536,51
"2022-05-12 00:00:00";23407;2221,52
"2022-05-13 00:00:00";27430;2424,03
"2022-05-14 00:00:00";25118;2053,57
"2022-05-15 00:00:00";21620;1305,24
"2022-05-16 00:00:00";22466;1222,97
"2022-05-17 00:00:00";23206;1248,97
"2022-05-18 00:00:00";24290;1270,14
"2022-05-19 00:00:00";26026;1047,82
"2022-05-20 00:00:00";32260;991,12
"2022-05-21 00:00:00";33276;640,54
"2022-05-22 00:00:00";31094;823,79
"2022-05-23 00:00:00";24630;1074,64
"2022-05-24 00:00:00";21916;1040,42
"2022-05-25 00:00:00";30341;706,64
"2022-05-26 00:00:00";28857;1115,62
"2022-05-27 00:00:00";24996;1112
"2022-05-28 00:00:00";24351;856,32
"2022-05-29 00:00:00";21684;1049,84
"2022-05-30 00:00:00";19431;1308,98
"2022-05-31 00:00:00";23824;1394,39
"2022-06-01 00:00:00";21240;1595,69
"2022-06-02 00:00:00";24250;1142,9
"2022-06-03 00:00:00";32036;736,57
"2022-06-04 00:00:00";23835;1121,59
"2022-06-05 00:00:00";25723;828,15
"2022-06-06 00:00:00";25330;1150,39
"2022-06-07 00:00:00";27451;1122,04
"2022-06-08 00:00:00";25859;1321,24
"2022-06-09 00:00:00";21383;1348,26
"2022-06-10 00:00:00";20083;1422,68
"2022-06-11 00:00:00";18800;1515,56
"2022-06-12 00:00:00";18734;1493,94
"2022-06-13 00:00:00";20693;1687,36
"2022-06-14 00:00:00";23001;1462,45
"2022-06-15 00:00:00";21167;1258,89
"2022-06-16 00:00:00";19382;1361,95
"2022-06-17 00:00:00";19525;1180,29
"2022-06-18 00:00:00";24772;1165,59
"2022-06-19 00:00:00";20924;1522,42
"2022-06-20 00:00:00";20282;1437,23
"2022-06-21 00:00:00";18205;1489,99
"2022-06-22 00:00:00";19802;1338,24
"2022-06-23 00:00:00";22367;1005,7
"2022-06-24 00:00:00";22191;1197,26
"2022-06-25 00:00:00";22683;995,11
"2022-06-26 00:00:00";18571;1571,05
"2022-06-27 00:00:00";18210;1424,5
"2022-06-28 00:00:00";18873;1593,46
"2022-06-29 00:00:00";21147;871,02
"2022-06-30 00:00:00";21739;947,41
"2022-07-01 00:00:00";23214;843,26
"2022-07-02 00:00:00";23097;717,34
"2022-07-03 00:00:00";24765;654,17
"2022-07-04 00:00:00";27627;475,74
"2022-07-05 00:00:00";26539;569,46
"2022-07-06 00:00:00";26417;662,66
"2022-07-07 00:00:00";27805;777,64
"2022-07-08 00:00:00";25964;772,76
"2022-07-09 00:00:00";22648;959,54
"2022-07-10 00:00:00";18208;981,75
