,hash,value,gasPrice,gas
0,0x2a022d2166ef2a12de35385715f788374dd59a435634e80d4fab3569f455d9bd,6.0,5.7647887937e-08,3.10768e-13
1,0x6613a157ce4ece4b92b70364651a1d1a2d59944ee3a492faef747980807d2a8d,4.0,9.6691340437e-08,2.88538e-13
2,0x2bced5757e56438192e3cf81115729259903897bd42fe900a5b2d0e75b61c3d6,4.2,2.35e-07,5.85e-13
3,0xb9346888b2a26ca1a2ace412064a1952e5180133f4190ff5bd2f0450e3647450,6.2,9.4986683846e-08,3.1108e-13
4,0xb141ee17c34ef61eb62ee2db6458d68f5c23dd07dd2a221baf7498d069b6c929,0.0,5.9077615876e-08,1.34652e-12
5,0x9e9dd697bcae41a479640b40134954d0a1668028112491b3141b8fcbead8ff85,4.2,2.35e-07,5.85e-13
6,0x1e67f67a00aef0d22f794496a3288a97aa17be297678ea8b3d9f02ad59170e0f,4.25,6.6130899557e-08,3.10768e-13
7,0x42d54d85524641051cd36673fb5a52a72736adc78f5af785b0ec695753014e08,4.2,2.35e-07,5.85e-13
8,0x0e557140375a153343c21dbad67d8dad98e57f9a5164b6576ff83ee5d6b1eb05,4.33,7.6017771753e-08,3.29311e-13
9,0x01d4ab1b3bb330d54ea8571af63a0ca92358dd645d9d88ff0da527534f12f53d,4.2,2.35e-07,5.85e-13
10,0x860dc96ad2cb9e9d6c73a8ff055bac72973c7d7a67c872f678bdcf7fb9234441,4.28,5.945150907e-08,3.2967e-13
11,0xb41abf7d51529eb2030dcd5176ed7a62767c379cdacd0dbd7c70e9cea9e83861,4.7,1.68e-07,3.11064e-13
12,0x15a7ed4f078ed33802cd8fdbe437430cb65f13ffb5aa309ea6168eea8d21a7c0,0.0,5.1674307122e-08,3.29613e-13
13,0x82dfc11ae2bdf418b40237b735246a3a080295eb93890fbb788273c76633767e,4.2,2.35e-07,5.85e-13
14,0xc382b41859e36fe94872aec674761cf296a5b14cab16386ae9c66e6c6e9fecc3,4.75,8.7e-08,3.11049e-13
15,0xc7194482bed661199d8e1403814672eb8731c2fffc5d0f24f2e9988a249e6d8f,4.2,2.35e-07,5.85e-13
16,0x863465eb612d87ffed38d449c6f78845a8278a560e0367da09b1dfd21d49fa4a,4.44,7.9394904601e-08,3.10752e-13
17,0x83cd77aa2b4dc45486f37419be322483ba4ce5469f0892f0b8af9566dfac20e6,4.2,1.46210819335e-07,5.73619e-13
18,0x0931021c44a39a368900cc93f43fe830cefbfdaef68e8d131a6dbddc113bb5ef,0.0,9.4192238839e-08,1.03315e-13
19,0xc5be2df2911ffc3b742c80779a633ff091dc54addbe26472824100648d5d41cb,0.9,1.31612033054e-07,3.0241e-13
20,0xa2fb7466bb7e45e804a8ea6abd9c4fc37fa4450935349af31c7648d3115cf0b9,4.2,1.46210819335e-07,5.75071e-13
21,0x3dfdad7f536c2037255622e9b8911f869e8673d8b195514067ee78c108c9c4d2,7.9,7.1542088122e-08,2.88538e-13
22,0x517ffcf68723aab93d4bf06ebc03e52ddeccf5d78b8c238722a0f07fc8f9d599,0.555,3.9314940787e-08,3.02462e-13
23,0xb1ba1a6fbcba2491dfab2509feef7e8e172c591ec1f908017ddb7a194f952fad,4.2,2.35e-07,5.85e-13
24,0x84607b9ddd862a1b7e903a4e0cfa7cb43a4261a4d06cc9022f5ff260a98e0613,4.25,6.6756628031e-08,3.32967e-13
25,0x04c00cf6159df057f4847fc6f9fd3236ab22d09f65275e0267ea3452331d975a,0.0,7.9348313038e-08,1.03327e-13
26,0xb1a08c46d42481d67638e0b1b2d91dc910ec17a662c84b5a3ae310ce8cb170be,0.0,6.2854374527e-08,3.515e-13
27,0xe9e7bd68029a3a278947402e53ce15a8e3d730604c41d6292229c3d88e15a077,14.2,6e-07,5.52169e-13
28,0xb6ca053d7123d6d2fc4d919a69658cb9598ba0af171d3b21bb594d4ad8f89ea7,2.25,6.8e-08,3.47182e-13
29,0xff7682600a19c7b09fc4e842044f657756b515fb58a9a3fb079fcd84e0551504,4.2,3e-07,5.52169e-13
30,0xb0a912e96cea2cf97df9eb7d0b9c377eeba765163f7ab4829ab09cec70b954c4,0.2785,3.7814445014e-08,3.25488e-13
31,0x16cbd585f4767aef92c490a1052a293aca81a2d8c9df43ea36ad64c143ea8d5f,4.2,5e-07,5.52169e-13
32,0x71d4ab4cc5af8e02f0bd24316e7e249acb9eed055a69910120321fb60cad90ef,0.75,1.16046557193e-07,3.11049e-13
33,0x3e78f9899fda5f49413dbfd4f1beb78e1ddde256d0564f582b7ca271ab40fddc,4.2,3e-07,5.75071e-13
34,0x8549f063f9dfa6db07c9670d05a5f8a3411d040fffae1c1859cf1617a4b14ea9,4.75,7.4209131311e-08,2.88538e-13
35,0x2cd4f2d14205aa08bc2f2ac4bdf4ce6e40549529b0b2e689d6a11b4c6c8d2886,4.2,2.9e-06,5.80423e-13
36,0x2e117b780c5bf9ac72a796460a53e1f7bbb9c20695de84a1b5f5715c24fa78f7,0.0,9.2025350747e-08,1.03327e-13
37,0xa803b086f507c20190ea4995ea1925302b58508115ad7297cecbcfd559183a09,5.75,1.2e-07,2.8885e-13
38,0xec560c9f28d5d38c5b13fbfd6f977c5d3134f08b5e083190138e53b9c09a2237,0.32,1.13202929951e-07,3.4687e-13
39,0x65875cb2353aaee6cc1ab5a49e030ebb9c079db7be4ed1de42ff7cedea4695c6,0.0,1.30960343762e-07,3.5992e-13
40,0xf277c4c264d3cf8f12308f12dd3b050a3d0ef65146b034b11760414090e5aad8,0.69,1.55835904908e-07,3.02478e-13
41,0xaae52dd3b560dafb8fb4feab96e43a12184a8726baac679ae8051369bcb29bd7,4.2,2.001e-06,5.80423e-13
42,0xa5e99c5caf6411b96cbd71a7bc353c17f4dc85e02fd25c5ef8c730d690ac4c81,0.0,1.46152679531e-07,1.03327e-13
43,0x2617f814a448258494471960e11e0645c0a46a08f7d822125f26106bc2447be4,4.0,9.5668717413e-08,2.88538e-13
44,0x1cfe5446109500c840041e69ca6825205f206c91f3bb0f0b7f28d908536ba6fc,4.2,2e-06,5.75071e-13
45,0xa75169dba792b56c38baba65482419ce928926cad56eaba9d59d9a11e940257f,8.0,5.2508465124e-08,3.02379e-13
46,0x121a36220e7aabf587c416f01bd3fa8661df728e2b628e4b56a191ee9a0bf7c4,4.2,2e-06,5.52169e-13
47,0xe04541b117213d95befa69ae8dd6dde07aaed67ed5bab887b403454b44594186,1.23,6.9522041815e-08,3.0241e-13
48,0xd24c488b428dc983af9b42932a1cf49e79da28b250ced173a383e8336c9b0cf7,4.2,1.944210819335e-06,5.73619e-13
49,0x43f62d756688174d7c31669493b4157fe416bfe0e4759dcedebd9e6868293b70,6.4,9e-08,3.07713e-13
50,0x6922b26bc9bc4a0e0a2376f0d03ef935bbefeb1aab509e2a37c9518e4b436e10,0.28,1.5e-07,3.02722e-13
51,0x72d39256271f6d25492237162a327d772d8a90594ec77459ef80f21303f00e99,0.6,1.30659005746e-07,3.02478e-13
52,0x624b15f5186ed50533d65a3e8366539fdf5761f19b548449b9178f390785f29f,4.2,1.699210819335e-06,5.80423e-13
53,0x930d4e5a44183677b95f7c18234ef8c758f3cc573e4ef8927065a895aeec0c4b,5.45,7.5139928355e-08,3.10752e-13
54,0xfb4f589524bff4cb5c4d76c007877e060cbfddcf2afb045f7a771faab8e4e976,1.95,7.7900246187e-08,3.24708e-13
55,0x1dcf93dcf641aa6a43e578b922078b8f9672480ad12055d10db6ded74a3ecb9b,0.0,6.5264401467e-08,8.6227e-14
56,0xdb1cfd7362e8ab80c82790d8217c6d3a0f7f8c4d366f537b98ec8a99f17c2b99,4.2,1.59e-06,5.80423e-13
57,0xa74149969ae43ef90b8fc6a0032c658a238d7360cb5c7b4809a610ee3bc2f078,5.75,9.0664679013e-08,3.1108e-13
58,0x0eed1c9fc4dfd3ba80df2f86df9ee64ebd31df3f520470800682097754c6bd71,4.2,1.5e-06,5.96725e-13
59,0xf66ee149347ef58fc77f290e697ae0dd043c7ca2be685e35a416a18f852fa515,6.2,8e-08,3.0588e-13
60,0xe99c3ed9a1a2bc6f33ff903092578b74de32a618546b66c099220a2914881c1f,2.4,1.31e-07,3.0241e-13
61,0xc1e933627b88ca0bcb2386a9da25a20024efae6a37a3ca0d1974f20034ac9b1d,0.375,3.8291343992e-08,3.02509e-13
62,0x2d2c3f5907c72b7dae4d6b8400821e31c116f9832744389da70496be0e496009,4.2,1.5e-06,5.52169e-13
63,0x0fbb46cbdf4ff2e74ec0497b7ae62423e31de2a02b043baa786c72a38d601b7f,7.5,1.27491072107e-07,2.88606e-13
64,0x59c79304c91675d88f282c8fe4d3a42618cef10d11a41acd6f3ef9a625fffbb0,0.5,6.4199660595e-08,3.02431e-13
65,0xce913184ff6b9762bddf17f6d53f2f3e178809639496a6e9a29c080c5e18eb2f,4.2,1.5e-06,5.75071e-13
66,0x21be6f7c01ef13c8e2ab7d3d2a42a03ec8531f268c843899ba32059e17a164a0,8.0,7.2591192589e-08,2.84851e-13
67,0x46e40a082d291ee5727ace7ffbe803dfdbbe019639064f847bfc287cf4245b1a,0.0,8.24960636e-08,3.29301e-13
68,0x8d69ca52b355d741982161c46773ec0445be4a2344c5d4adbbfdf27c6fd3cbf7,6.9,1.5e-06,5.52169e-13
69,0x595b9b930a8c45a105ad04bc545e42a9a2873d4a57bf82dac1f65405f9953451,6.0,5.7352043577e-08,2.8885e-13
70,0x333caef010ffcb52eeabaa97c1eec8e205fabe9c0b78342b0a463cb5596d696a,4.2,1.5e-06,5.80423e-13
71,0x5d003d6805166a7ade5e385deb24f2d0e3703d324ae37a7ac4482fc77fe96ab3,6.5,7.1967320629e-08,3.1108e-13
72,0x250e166dd94a14e573003a34be844ee09ffffccb4107a6b9a2dc570fdb95ac71,4.2,1.5e-06,5.96725e-13
73,0x607b521293bc57d81064eae0a2a0ad772ca819664cf38156fd1130f1f2b82ea2,4.2,1.344210819335e-06,5.52169e-13
74,0x9e1af8c81b760f74520aa492f77fb271ae6ab4d9828146eb7a0afc41ca5fb8c4,0.35,1.05534801132e-07,3.0241e-13
75,0x9d054b65028d1d076cc5cc302997f4bdfd5d6042f39c239303399c898fa950cb,6.9,1.333e-06,5.75071e-13
76,0x971d6237fa13bc9356651258897b5fdc8278e48bb48a8df2a70f132e61136e49,6.49,7.2859989154e-08,3.0241e-13
77,0x84de935852926ad831b8dffa0e42affdd3cdf6a4e3d85c71b9665f854c9cf52e,0.0,5.9815429537e-08,8.6227e-14
78,0x7a62e58f40d8d6a5195aa985f1b575d9cfbb8cdf88d0b7f382f9456bda873598,0.0,7.4e-08,9.6898e-14
79,0x2a1e740ba6ce941e11cad269b9b6b6357e1a7a4104b24d1cc0e75d749071027c,0.0,1.17e-07,3.29301e-13
80,0x41a3e426f0229081d91fb810578c0bc75defa9f1dd31c09806c891c6479ce738,4.2,1.25e-06,4.5e-13
81,0x104c53a8b5660de2d923a46fa7d8a146bf0e9cb25b1c732ec0004acb969b6f62,0.0,5.2508465124e-08,1.03315e-13
82,0x54621f32294d7106f6069b27c4a1b1f3d8245688fc7ca140026303d9c31a8848,4.85,1.53e-07,2.8859e-13
83,0xb8ae59de3c96d64fa6707a2c6de4620c8892b786f7efec67e8fc3eea75f4a12f,0.0,1.39e-07,2.48896e-13
84,0x4e66fe3e7d6ae02f00cea6f4b3d0958bc8ea57b307015aa37c6268d4a24307fa,0.0,1.75e-07,2.78757e-13
85,0x0b6812e12dee152d665a972ef5b6ccd9e5ecd0c74d4df9b6a9708c3d5891ade3,0.0,1.92e-07,3.44874e-13
86,0x41c777dff68448c555051f058ba41dcb7f536978280c8aa7004f3596edabe50b,4.2,1.2e-06,5.73619e-13
87,0x2c97d47fd476e1e9db1becc5da86ced2367ccb3f11ebae97a09a4aba2c361470,4.59,6.2e-08,3.1108e-13
88,0xb368cd1ceaa2127b5fcec1426f00aeda6d330818c9dbe80b413e5ffee5a1c280,0.15,8.4649280739e-08,3.02478e-13
89,0x9072694f83fe203a190abf65c2c336d467726a71bcf4d57483dabd0c1965fb4b,4.2,1.144210819335e-06,5.75071e-13
90,0x4df72de51b114affdc020570176cb9a30ed438683b2665653b8225356e0afa4e,0.0,1e-07,3.95897e-13
91,0x1bb555972f1022b625c8cc0809ccb26ae7b486120c669a0dc142d6909cbfde8a,0.0,1.72542246625e-07,2.66696e-13
92,0x3ab7d9a59c5764da107739882eb44dce70929a9113d08d3ded60eefbbe6e80f7,4.2,1.131585238948e-06,5.75071e-13
93,0x65e4dc315da20af71aafcacd5feb8f86ef3b41afcbf516c80fd6b9f6f604ee0f,6.9,1.111e-06,5.73619e-13
94,0x2b929afcb58f18ae4f03193d18c4f5d01a11f4ee782e5e481417f16bf7b61860,0.0,9.3189500008e-08,1.03291e-13
95,0x42ed47eb346defb2d655649ced21f87cca24bfeda2f7d25d80eb7f3575a6f77f,5.0,1.1e-07,2.63188e-13
96,0x8eefab3a800111340fa2f14522f2a04004774e32dc4b682e1ecb143cd494e5f2,0.1,5.7135798916e-08,3.03023e-13
97,0x7726209b91e52d8614d4be9bd0159f904aff3f8b7fd617e40d5a141d8704897f,0.27,9.6836992534e-08,2.75834e-13
98,0x91cb81e11048865090af55bf68e24b8147ed90328ab8a3e6d0411fa5ef6e258a,4.2,1.1e-06,5.73619e-13
99,0xd03510047e2260fe06157ec48d789c7f9da2fb864d3a660056b179b1ca5a0ec5,5.9,6.8276710129e-08,3.29738e-13
100,0x90afea9efc3d2d9df2507260934704efd3b327ee40174d5a93250de5de600b1f,1.5,1.39354897426e-07,2.9929e-13
101,0x55e8211546681691a2de391b5212bedb809e520c681ed76ff813fedd74c75cc4,4.2,1.1e-06,5.96725e-13
102,0xc1e21d9e5abc24d0998d81fcfcdd44649a57557c613a1dbce6db1e0f527df2aa,0.0,4.8544290219e-08,2.9895e-13
103,0xf91f52eb6da42fb8d77b38e29d2f78222df68092bdf168a9ede5fc28b7ca9de8,0.5,8.9015407501e-08,3.10836e-13
104,0x901b831e63ef2469957fad3a1542824fd4cf0b10cb825d5243e27135b10363a6,4.2,1.1e-06,5.73619e-13
105,0x47123a05335d5870dd8b96ae3f338513c1e50c18d0583f095706b31c99db6172,4.2,1e-06,5.58973e-13
106,0x0ff0f57ffb8b0615afaa1ffd45d73b1add5e00ffc80f2e4311eb380e00e608b3,4.69,9.0757903826e-08,2.88491e-13
107,0x25705050f00142554e8362876c8820d2ea5ea3453d18d2a11d85a81106afd109,0.43,2.0103143824e-08,3.29258e-13
108,0x5396bff6cf48b79f35b2f369489e97b131c9609df5583a74885a782fa2e4ddf6,4.2,8.88e-07,5.58973e-13
109,0x550be3beb3e5079b982510f3a22e03fcdff1b49f8e94513340888104dcce6602,4.2,8.88e-07,5.52169e-13
110,0x3535b11679adc292dd0a7d872511b406aad060ed509cfcf4d3708a12517ae82e,5.069,5.6e-08,3.33097e-13
111,0x56dd777739579eeaff311cdc7495637fb34fae7ab1159b3ff62f8674aa37cc23,4.2,8.88e-07,5.96725e-13
112,0x4b3c7d1c124fa002b4bdb92983a017d3fb3d283a6a54467542b9f84c3a361d3c,5.869,6.3457310782e-08,3.29441e-13
113,0x22e6c643974431d39b42ec9e8a06615abb7f14683ba35b82670d1994bfc8fa9b,0.0,1.15e-07,6.6828e-13
114,0xb4664b8e7e2836043d979c019a3bd6778f6d874d3a5f52e3344578b1f56bcebb,0.0,1.04271753354e-07,4.16047e-13
115,0xe6138e7f6c04b25323c1221614e13d86156efffb8269de303b67eefa0e2fde29,0.0,4.9415949417e-08,6.93945e-13
116,0xb4f83b73cc31a81468d89d4fd73f78045609f2fe134d41bc07040c4d27255ed2,0.0,8.2279185132e-08,2.94282e-13
117,0x767e8caaa6f7e1e80b9f129cd064c93bdc1f192963a7c1016626653bbf5273a4,4.2,8.88e-07,5.96725e-13
118,0xb40c1693b12e6e3140d7c37ccc2958788d6b4adcc0d15ec4fa508c240d95912a,6.0,7.1683307468e-08,3.29623e-13
119,0x4259e36a78d8e5b0461d45b52a874a26dc7cf311d4993883aba5b542fc277fa5,4.2,8e-07,5.75071e-13
120,0x1e4cbd19b8f890ffd92419dee68c2074dd553fdb90e8cebe0c6a10d9c5219459,6.5,9.3374649747e-08,2.88819e-13
121,0x7c82fd8c9712eba9bcdc8041c4eb62a5f20267ec46ea33ab55a87066bbd6670e,4.2,8e-07,5.96725e-13
122,0xd7f95a419d8107c8b9ac1df97384d31c0284c778701cb80802eaa71a47828b1f,0.0,8.6541238921e-08,1.03327e-13
123,0xecd70f043e2a2c367136b7521766a78728e54b36908fc9556fa0d3b74378e9de,4.2,8e-07,5.75071e-13
124,0xdd8d89bfa4d995c8cb55d04244cce57e6eec89d16d3c2470b59510664814285b,6.0,6.8276710129e-08,3.32982e-13
125,0x6e73a0006a1852f108ee25ab6f97cbbed80fd7382bb5e4b2438f776f3f6c71c6,4.2,7.77e-07,5.58973e-13
126,0xdbbd9b66f2014a8d2e82dbbaa6871c393e2402a2f02cc8bea8f55b2fbce78415,5.2,5.0014081948e-08,2.88476e-13
127,0x352541b90f39d6224cfe8f8179dba7ac0176e78c7f76b3084d2e174be73cccac,0.0,1.78881131892e-07,1.03327e-13
128,0x2bb4bd210ee07608b806fa04b8ceaa3bf9f58e52d36299d62e997e0b3ddf6410,4.2,7e-07,5e-13
129,0x47f030b28d0211bbcddeb2856a1e452d578ad0c0b75f64745505863cec8b4714,4.45,8.5643229475e-08,3.24625e-13
130,0xe283a31960ed6745b94216c60367305ff49ad7de3d925ee8f0539aa3215861e0,4.2,6.44702358822e-07,5.58973e-13
131,0xc28632006d042dabc4748b4b1df96b761734b0d870916c93801b344829182955,7.7,9.3374649747e-08,2.8885e-13
132,0x39b62b84e847c4332a23b8d53e29decd3bf9f66ae6f6e7bf80dd200aaf4845ae,4.2,6.44210819335e-07,5.58973e-13
133,0xeafe0eed28b06e4f51f57ac739c7d85765235c9345c77f04d827a11954ad1dee,0.0,6.7877939312e-08,3.27773e-13
134,0x749daf05aa11cffb3d0bed45f64b80ec04d37192271a3029c4f209d205d42e13,4.2,6e-07,5.80423e-13
135,0x746fb8ce8fb1bc196e5512f1d2b1254466ea6bbad48b9ce6306dd3b6395c7274,0.0,8.520258245e-08,1.03327e-13
136,0x01228c0552ecebac2598ae7dd638acfa84312bd403d592f29063966e33129390,4.2,6e-07,5.73619e-13
