,hash,value,gasPrice,gas
0,0xbe9c58659141f305f87e6359ec8fe77b795f6a92f927380277099820e2205367,0.9689,1.51580725556e-07,2.88637e-13
1,0x016ad003cb633364b74ac7862b592661f9162343a0cac086c542cb17c206f0c7,0.65,2.9735321753e-08,3.06959e-13
2,0x42a60c208acae8796642cd9670c75399a9c92cb2b66de967044a0f21b364b96c,0.0,2.0416302871e-08,9.6898e-14
3,0xf067d45ad3980d6a677065e4b20a57a4243419f4967cf67fa60234061b1ecb0d,0.4,2.9102549775e-07,5e-13
4,0xcd4f77641b44140dcb84343a0279212f7896792afa2f4beba4b3af719e6ba97b,0.8,1.5948592939e-07,2.88918e-13
5,0x45560287b76b62779511d30388be838968fdaacb229c735060e1ab2aef619e5e,0.4,2.88e-07,5e-13
6,0xae289fb4cd26832dc72c5f16097aee330ef19e330621dd9e9938de3c69290696,0.75,1.65709076852e-07,3.46938e-13
7,0x2df18dac756296d9cc81c2d7c7c453782826c3f300925ed8871267e9ef9fb012,0.0,1.60455751272e-07,1.13998e-13
8,0x583af8da72012227b4905592664579a307da3c2cde86f96887c107e5b261338c,0.4,2.78e-07,5.25136e-13
9,0xa770a947c59ffc58d4a5fbba131851502bf8b6305603875350f2051fa06eb034,0.587,1.90253091361e-07,3.13928e-13
10,0xbbefdf8a0035c6e298be9f434ee5b0739919da043b4983eb44733252c5b52b78,0.89,4.8018418076e-08,3.43236e-13
11,0x2e72033695b7cd3f9316968baf1e4806ab84d145fd14ff3d14c8c1856ac11c20,1.0,5.9863136774e-08,3.2594e-13
12,0xadb9957d89e067fc46a27c0ddd78ab89f3eaf8d2a24e47c53b6ebadeb454774e,0.4,2.75262775827e-07,5e-13
13,0x81a4a9586000a5987588ae8275787a1b8c1f5d096703398ba3ce465f40202242,1.5,1.69443742497e-07,2.88574e-13
14,0x98c7b811097a5b0d7c4cda58f91bc6d3d324456d8fe568da22f3796c5b9a8d91,0.4,2.75262775827e-07,5e-13
15,0x2446b3d97d1f2eeeb1633c3dc59342f81225c95e89545555ccb2df5e99c6ae01,0.9,1.14183698694e-07,3.10836e-13
16,0xe16191217bc4114db1e7a52aba4673ed26d174772fa13e208bf783d4958b9db4,0.4,2.7102549775e-07,5e-13
17,0x1911eba10bf210d58f40868b6c8552e0c3035a4c6f3eb757b185d13e2015cf03,0.2969,1.36559416771e-07,3.33081e-13
18,0x9adf9ff5e32452a8cf551c9426a8849997c197bfe7dd99dc18dd9c4d30f56303,0.449,1.46025767403e-07,3.10804e-13
19,0x650548d66177afe209fb047bdf78c8f58813a41264960eb3eb9ea654ef4e27f7,0.0,9.2243722896e-08,4.60547e-13
20,0xad3cb3d1be242e3243ee821ebfbef3cd37ed6780003490ca54a019705197df0e,0.6,2.6602549775e-07,5e-13
