,hash,value,gasPrice,gas
0,0x77b16337e6f72975a7e8bdf858f7f8973dd2d1c4cccf05869840e3ad8514779f,0.35,3.514067143e-08,3.3331e-13
1,0xf2bf2ca546ff914160bad22907aa2f0bffb4c12734f4844458d99dcbdd1094b1,0.39,5.9e-08,3.10737e-13
2,0x677d1b762bed510b38dd18c44bcb8227c256d1094477e918e1532c1096f755d0,0.3,7.5e-08,5.62704e-13
3,0x8c589be41ead0b42d0231ed68cfd57645b4715d8c983b85a3e64e1062cc1ee12,0.224,4.4e-08,2.41443e-13
4,0x56a7e90a699ada29b3a8a7e723b87d82f24cd59c09c818ea5a781db23cc22e77,0.147,4.7736028995e-08,2.97242e-13
5,0x54d9090758d2216b6f62229ac8bb469edaa4ff2ba8f2fb4f8bdec2d5171637a9,0.3,7e-08,5.18148e-13
6,0xc187a902411500dec2ce245ac550396d52075256b8fa672c2d1319f2b57e0b3a,0.4,8e-08,2.59891e-13
7,0x26d7aa6cf22b1da0404a8cf78dea52c29a89a3f46d89ab964bd8492b4777dbca,0.5,8.7030945193e-08,3.0241e-13
8,0x75873eb83966299003099df3e810c706175c10298a5846a9fb474bcc54fb0470,0.3,6.6e-08,5.4105e-13
9,0x102580e21b388599d6cec3d80cc9662b1dad827c50de6eb20d1cceded4cd2c82,0.0,5.6e-08,2.70794e-13
10,0x996b22a302a3910681ded10caa0d0572c9404a150d7db505a33dd40683b89e92,0.0,3.5875433536e-08,2.53221e-13
11,0xda9e1b9154897b7670a99292eaf2b5bd76a8be5aad32d6cd952ab47c8d571213,0.3,6.5e-08,5.4105e-13
12,0xba260fd16c5d8218692c3096b59ac0e344447cb551c2a335047279f73d3b9f9a,0.7,2.6827243749e-08,3.0241e-13
13,0x6d6a810e1f9f1a68b07aef194215980cdd214d1908510bde6268c3da58e71695,0.3,6e-08,5.24952e-13
14,0xeba7d67e551d2c1b0510cfa801de103f820eb62eb051e78957aa51b40c2b21f9,0.2,3.7e-08,3.02478e-13
15,0x27978905da799a563abd2a3c04368847a439e24a63ea6a7d1c6a0c34cd8672f8,0.3,6e-08,5.24952e-13
16,0xc1434b413fc470095a67cdcbc38364810d41196a97f21927bda8b9a7931e3744,0.25,4.799345702e-08,3.0241e-13
17,0xc61a337ceafacca8b81a110b558043fb56fcf5f62a29c686857ac2e3f5c647ed,0.3,5.8e-08,5.62704e-13
18,0xee9b82ade2f5b505d0bf2f77673b845d5a31b4debc00af5e83764d79448b9616,0.145,7.1e-08,2.62487e-13
19,0x40fd4f60c13fe192acf2c54f2a0da610964410aaaf9e348b726c8f314c1ab2c6,0.395,3.8323012089e-08,3.46902e-13
20,0xce1bfa5aa3c3f39c52774dd00825d4bfcec83548b922f98a53e12e249299714c,0.319,5.4281964825e-08,3.29389e-13
21,0x0a952e5f0718130e3c1cb5d69fac528a85a3be78efa06e5487751e0db54d73bd,0.235,4.5847160584e-08,3.24739e-13
22,0x65fed1c727d61f56eb18d14f5bc31ea787761af5e8f30ebd31a35dcdfdc0e346,0.3,5.8e-08,5.62704e-13
23,0x43db086aa0f4292a5988c054141d05dcc2f7ff7b0c1f45cab87cabe6ef5578f0,0.0,3.7946944821e-08,2.66249e-13
24,0xc9223963b9f99fa77e4921843ac8d3307ac53a72d1760b5dec707989a3c5c32d,0.3,5.4e-08,5.4105e-13
25,0x5788b961b1415e3deb50339a9a078390a15a0bd3661c441d197300acc8ba1491,0.3,5e-08,5.24952e-13
26,0xd9a32b94a7f9fff995bccaec564973f35f199060deff595c89f80a0453effba4,0.0,2.5424817672e-08,1.13998e-13
27,0x788705dbe1d674e8ea0e65f532a81a6ee5059249210ad2ba0aded0263cba0823,0.3,5e-08,5.18148e-13
28,0x247cca6f61f9df133ac2ce86949644321007d02a598356f9bfa68dff128eb1e2,0.4,3.5e-08,2.24172e-13
29,0x5cdbf1663133803e9a3e5433b28769dc485100a580ee879dbad7d21118d24837,0.3,4.84e-08,5.4105e-13
30,0x2e87fd4af41a9e581f2edfd4062ce5dd9744c6a420edbbd85de64fd13ba0de0a,0.45,6.5e-08,2.3495e-13
31,0x3dbc73229f80aaa8d97d5cfe80f212cd561c01f81302f83a9f5302900c6d3e54,0.7,1.073608712e-07,2.7706e-13
32,0x6114c036ceb2d6d469a268bcc98cecbf0c7470bba7e68fc49d58c720d6459977,0.0,5.3789331493e-08,1.16869e-13
33,0x14778bf15f507fcc98d61edcaec5b497841c310669eaa5308f27252d95e4b8ce,0.3,4.719e-08,5.62704e-13
34,0x2a284890828712eafc262550cccdc8f8914df650f9667c8eaeb6684e4b4b1a5e,0.9481607929515419,2.8e-08,2.6018e-13
35,0x8b5b7ae35421b9bd9678cd5eec9d53682e59236e5cebd64692790935d7f0ea0d,0.45,2.7437907081e-08,2.88538e-13
36,0xb784c249a67d7bc7c7ff06502db9da1548aef317eb6c74d7069ec6813540d114,0.0,3.2287065404e-08,8.6227e-14
37,0x80030fbbdf19af4fe1c3409fcfa5aa2ad2bebbeb20fb129eb958c1bffd2a1640,0.0,4.3241250098e-08,1.13998e-13
38,0x3c0b42cfc32fe6cf3dc016c4ac7a1cf50a3051df81cf5e6de32f391a5ce2e7c9,0.3,4.719e-08,5.39598e-13
39,0xe6a6eda4282531baa4e4e0a57a05e3652e9b4654c21377ba16099bba9c1f8b2d,0.449,4.5358468935e-08,3.04273e-13
40,0xeb4b28db01a8ea1ca69680b836fd35f49c549df1ab4930622f1c4d5674506ce8,0.0,8.291212589e-08,3.59857e-13
41,0xfef72c46d19929edd848e5bb5f5801240e4523e0859173d2d0c41d6cbe275fb2,0.26,5.2193771803e-08,3.02759e-13
42,0xe2d3a8039107137ffd56e63ed12c1fa041e46a5ab249c7c1de51aa80750c3572,0.0,1.67063795841e-07,9.6898e-14
43,0x0b323f64fc6c1e4776b1583eadf3206ddf24dc1d5adc807640b8b5b07b365d04,0.05,1.930464085e-08,3.20853e-13
44,0x0fbd2d6360dba869acc4758524a1b8f045e344066959232d335b4d38fbf7885c,0.09,1.9542464055e-08,2.9224e-13
45,0x574fe14a73a6e2fa7addf9291966d20b31d11a430dcbf5962f18269ee891f7dd,0.3,4.7e-08,5.18148e-13
46,0xe1c1aa7a9df6f195afd87ed7af646897f8d1280d122515cbcd17c74d0c01f512,0.23,2.0549642168e-08,3.02379e-13
47,0x928c85fe5b69e7e6f220a66fd97f65ccb5f41430f20eaf1a93fb9c2ee17f0ab0,0.3,4.7e-08,5.62704e-13
48,0x2301417b0c44eb223811715fcce70983cc080b94cd55bdff598fdf28d7849a0a,0.0,2.5e-08,3.28147e-13
49,0x6869910bb93f6ba36e57ed7e911442e6f7b51607635f950947712ca95e9f2f07,0.3,4.7e-08,5.4105e-13
50,0x631ef6e4d547b526a36523347d5413469bd7914296d33be13db55b26002f55f5,0.55,3.4e-08,2.35168e-13
51,0x0bb4b52446c2beeeda7c926e0d5fcd47ccfe12c072831a3eed89446f8f695525,0.3,4.7e-08,5.4105e-13
52,0xd81e336d183cbc888efac12788cec097411eee82fff16587d5ed0271e8890dbf,0.25,2.1387464127e-08,3.24625e-13
53,0x9438fbeb95308ea71586307e6b3657044ea2a15f53d77d770fb3a205c5e922ec,0.34,3.96e-08,2.79651e-13
54,0x2a12fea869c52776563267f38f98fb54aeb7ea52e0204b8cedeb1b13978a8680,0.3,4.7e-08,5.62704e-13
55,0xe4fc7474d62738e126f3cd39ec0c1aa5380732770b9ec4371f5d4f45bffb7366,0.278,3.6e-08,2.41447e-13
