,hash,value,gasPrice,gas
0,0xf31c00e80d276e870846e586a49a06d886fe4d7baedd0196252a3c3abdc75430,0.15,2e-07,5e-13
1,0xbdc26e2647b231121cbfacb46afd56fadcfadba82b5288ee99c187a3f9150714,0.0,7.3785979227e-08,1.20427e-13
2,0x0a985ff26a3e37e51a1d726add4f2ad4f96e9915f6755f3c9c4731c424b01790,0.14,5.9535492757e-08,3.10836e-13
3,0x7680fbfbbb09ac242cb314051c558520a47ee3e0e8e1c4afe38f48b9370be26f,0.15,2e-07,5e-13
4,0x442eb9adb236fabd57c6219145bf287848508dd05845bc1a5d1fe1218667a17a,0.1,7.0902748625e-08,3.33066e-13
5,0x8d0de42902b2270e8d778e38bda06dd5848f02fa2355f46a823728da1e998b88,0.1,5.5704557392e-08,3.2922e-13
6,0xae2979bf3c5841b70276f46dfb0c51da46349edbe2a7320d8a8a4eb2fc5161f1,0.15,3.33e-07,5e-13
7,0x66735d7d2ab2180a35304eae00ae0ce598384c5a3e90cfcdb0a7f79873a30967,0.0,4.0065304841e-08,1.03327e-13
8,0x45d61a708e48c103a48e94e65f13865f035b522207eed9c5691baf1e704eb81d,0.15,3.25111990289e-07,5e-13
9,0xe75e17403ea36b1ec7dee00f43f036360d72e63749b6617ef51a9c1d27e96787,0.099,1.1317876982e-07,3.1082e-13
10,0x9e81d41532709b6d770aba7072a504f0098ffe30d6d8a2d57577f752c308c36a,0.15,2.25111990289e-07,5e-13
11,0x9c7b29cd4549bba16e9a80bdfb67507ab669f0c8bfaa29d4f1a7ec54908dcc0b,0.1,2.0531279235e-08,3.06981e-13
12,0x5ae30d6d24196769d752720eba01a5ed5427e4345d776e2bcb775f67737e2c60,0.15,2.25111990289e-07,5e-13
13,0x844f7f57d740b3fa7bf5e0cd5d4d27f77358df95a1bbc964de0ccdea51672814,0.125,6.253946329e-08,3.1082e-13
14,0x577743f56e7f86fbfa3a3caaf31e86026edc0027dafe824ab4f2af01e195a020,0.0,6.808023941e-08,8.6227e-14
15,0x6f75aab0049e547d00d90d942f5ee499bd200014f12a0444aa5ef5fb157dd7b7,0.15,2.25111990289e-07,5e-13
16,0x5bea0b93ee483df95c692eb7723edfb64cc8536aed42ef2574a0b9a470566282,0.1,6.6370775494e-08,3.07157e-13
17,0xb737c5819d08e4ae1482b329657e466a5eae3648a3089a468e88bed46c1d3340,0.0,4.7289420486e-08,1.909262e-12
18,0x8829cde3bf50280120aa365e0cc5b67578cd3235bc7830b3eddce98b9f0fb8c3,0.15,2.22e-07,5e-13
19,0x6f6e360046e2983c7d5371fe8575f5b6e9851775cd77521eec01e0708f4ebf4c,0.11,8.1744702602e-08,3.46938e-13
20,0xc2653256c571164a2224cc470bf5382e196473046c8107be5f6c6030a98f4131,0.15,2.15111990289e-07,5.39598e-13
21,0x1f5ac5e43612aaa922b5176450255c5116bd9995bf31a4c951bbca0616f03b93,0.096,7.565576517e-08,3.10759e-13
22,0x8a6126e23bd122ee8a85d31c1ca76627d9a08243b089b26e5e28319d6fac4522,0.2,3.082e-07,3.23368e-13
23,0x6f4a3fd41a3edf572292c9189a0c678d3ee6795558764f4f22c29371a2b01c9b,7.0,9e-08,2.59295e-13
24,0xbc7bbadc3c68421d3051f3ee33a714617cbadf48f727b1f7c4bf4a079ef9e1de,0.0,1.26e-07,1.18998e-13
25,0x3f4b766eee3c11496e50232f30741a8dc024ced640d4a4f6fd793220be3147da,0.0,1.0901e-07,3.62086e-13
26,0xdf9047d31e4acee01e91ca1b3e499e165f31b52f4ab5b6a5dc1912d770f08924,0.0,8.5997487328e-08,6.5869e-13
27,0x066eba31ae5e8c2df764588cf0d7fef4868a0ca3e7cd65a5fba92dd04a939353,0.0,1.20238840109e-07,3.90397e-13
28,0x706cf3724cc56a8741b8d4e65e2cb55d532af1a98fa7a08d4d2e73bb4595ebd7,0.0,8.7236840322e-08,1.03327e-13
29,0xd48f461e7cef69d73a91d644668a001932323947e7de52a5ff71763ddad90531,0.0,1.05652253684e-07,6.58717e-13
30,0xfa28cb6d223b489e20c9357dea0e3c8bc73ad01dbd7aebd3b76c897b1c529e16,0.0,1.27342581388e-07,3.64747e-13
31,0xada4ed96072c46ccb18c090457ca1b7b8e52d4e6b1391dab15721bf43318311b,0.0,1.11614512294e-07,6.58747e-13
32,0x41a36e329bde9296db0b7430066b68b274fb7a16590058558736a9c7da1619a3,0.0,1.14676036532e-07,3.90397e-13
33,0xbbe41a19f36ec6df71c5a705946a21ba355732fb790631364129f1f9756b8fe6,0.0,1.16096968527e-07,6.84349e-13
34,0xead2a21dfed0e1229964bd168db103fdb88ea479fb4c2f96f33becffedbdd80a,0.0,1.47542465123e-07,3.39097e-13
35,0x23ff25bdafcc55a780d450104040afbc8d59bc43707015e82f4a23acfcf391ac,12.5,8.8118465562e-08,2.88606e-13
36,0xff0b4e86e45cb936a8c329cf80d897e0181457e20348bfb68b30700cf30f0355,0.15,2.03511676595e-07,5e-13
37,0xd1f8c2ff24dade98ef1cbafd45e15639db3ade02b0c726dad90d42a626b3d2d0,0.09,9.2032003301e-08,2.88606e-13
38,0xf25bfc29aa74c122273412fa58b1a7a7e1244c597e3c75d73177982779c9beea,0.15,2.01e-07,4.95432e-13
39,0xb84bd63ccab4a4a9708bc6ad4d2d2cde87a7e0dd338968ffdf8e9d6adb654f8e,0.15,2.00030376344e-07,5e-13
40,0xde1c0e7ccd59480ed91f50f3ec9d34bc5a49dd8b3ac2489ab44337edb45a6803,0.075,9.9120621075e-08,2.88637e-13
41,0xd2809910c5500c2f0e802e50559f9a2b8c889eb807f8c3943c7ce3ee5ae9e43a,0.15,2e-07,5e-13
42,0xe621025713cf96712aaa2f7d5eccbddf0208cbee69265fecaa9a53c6e894aaab,0.085,1.09365996196e-07,3.24739e-13
43,0x48ce7a19da0579a1b8724568694f0594089c1b6df607187d157a6749d687dd36,0.15,2e-07,5e-13
44,0x4a9166b1df68fc92507890b018b1d971ac2561818463dd1602cc53e3a494fe92,0.198951,8.2470126775e-08,3.10867e-13
45,0x6f8a241a7b6b4ab24e808e42e67fa1d2bf240304fc12c6e6bb72a2ef4aa7502d,0.15,2e-07,5e-13
46,0xb5d8f30d9500710ca78805e8ce1ce523b894c57d867022218c3106176579ef6e,0.15,2e-07,5e-13
47,0x221ba8f6d8b5a23e9c89e962a9f804732c7a0d874bd4d6c1c316cadf4d9cb0ac,0.15,9.1428640978e-08,3.10804e-13
