"DateTime";"Primary sales USD";"Secondary sales USD"
"2022-06-22 00:00:00";9563,31;875359,78
"2022-06-23 00:00:00";10033,82;473617,53
"2022-06-24 00:00:00";4393,28;859901,94
"2022-06-25 00:00:00";7394,23;229583,43
"2022-06-26 00:00:00";8677,12;321650,49
"2022-06-27 00:00:00";50814,47;403344,39
"2022-06-28 00:00:00";12843,67;835322,74
"2022-06-29 00:00:00";432041,07;1008919,34
"2022-06-30 00:00:00";28289,49;317793,07
"2022-07-01 00:00:00";62541,61;526695,38
"2022-07-02 00:00:00";41073,13;362234,13
"2022-07-03 00:00:00";38348,1;230488,57
"2022-07-04 00:00:00";147789,05;335378,74
"2022-07-05 00:00:00";23429,07;461747,22
"2022-07-06 00:00:00";60682,83;987803,29
"2022-07-07 00:00:00";58050,57;1415496,98
"2022-07-08 00:00:00";95729,49;1226377,45
"2022-07-09 00:00:00";54612,97;846184,37
"2022-07-10 00:00:00";8925,98;661960,55
