,blockNumber,date,from,to,txHash,collectionTokenId
0,14043689,2022-01-20T17:03:34.000Z,0x0000000000000000000000000000000000000000,0xc772BfEC2E99ef660DF83E0b8F395b86e8176bc2,0x05669aa5f9f20f5303a851a1253b7dd8637dd0e243e219aac24ee6f8c952921a,245000007
1,14043763,2022-01-20T17:18:52.000Z,0x0000000000000000000000000000000000000000,0x563153823D702516F92fc24edD9358D6973f60F9,0xeb3b9f8d4ebcba9c4ccadbc5ca76d616aa156fea21e5373fc223da0fce71cc0d,245000008
2,14043772,2022-01-20T17:20:59.000Z,0x0000000000000000000000000000000000000000,0xaC0f76A8c30E23bc197D26465e7bE319713c5224,0x89eecf9b445e7417896d4e6b6b90978e0e3d9809fe8a436edfaef8e35f72963e,245000009
3,14606317,2022-04-18T01:46:34.000Z,0xaC0f76A8c30E23bc197D26465e7bE319713c5224,0x59991F116b7294F299C6A5A04d7C0cDC506dA9be,0xfab9828aacbac820a9b5e31399958c5252768932ab328d5cb0129402c8516a11,245000009
4,15077112,2022-07-04T16:28:30.000Z,0x59991F116b7294F299C6A5A04d7C0cDC506dA9be,0x0C71DB5aDAB6631B8511862aB923B27FE331b25E,0x9101f2c994134c1a3a1bd5b0e7e1a343f3fc000a9cb4e7de595f6b784394290c,245000009
5,14043799,2022-01-20T17:27:03.000Z,0x0000000000000000000000000000000000000000,0xc0920E14D6652ce91d322a181c521Baa75a275da,0x4f567790c4ecfb286ed8f74555371c6ab9888f3ca193abbd2777e7b8fdfcf4c3,245000010
6,14151571,2022-02-06T09:04:01.000Z,0xc0920E14D6652ce91d322a181c521Baa75a275da,0xc3d6E933B2ced203bb1ae344D009849C686161f5,0x9884af2f9e5e586a300336fedcab52bb5a799551bbe1cb167c60e8b80fb68c81,245000010
7,14043800,2022-01-20T17:27:15.000Z,0x0000000000000000000000000000000000000000,0x925783834aB0f0EdD91ED2665FA878393AB93424,0x223eab6af1fa993e8a107b9b033db74b386f1a0f93cc59fe4aa6005140b01fee,245000011
8,14043800,2022-01-20T17:27:15.000Z,0x0000000000000000000000000000000000000000,0x46F67bA8629F70A9c6099F9f0cA1Fe98e5047397,0x40e357f33a9601fdbf367be47a4c1c4ecddd05f10cc8fa333f5cc1eff05eb8b5,245000012
9,14043800,2022-01-20T17:27:15.000Z,0x0000000000000000000000000000000000000000,0x4C8D78e6cA5C0d3E3D93620A68Dc03b022dE8Ef5,0x9ad526defa284bdc5e26151b04f208a7ba4e09d448ae031d978c072bd173dca7,245000013
10,14043822,2022-01-20T17:31:57.000Z,0x0000000000000000000000000000000000000000,0xD2bC00b438fB54C6366E3F9aA77944755b509B94,0xe6fbd4a59081ce6edbf06909adcbcf4d0606ca96f36ce58e5e4aa796da4e820d,245000014
11,14101229,2022-01-29T14:43:05.000Z,0xD2bC00b438fB54C6366E3F9aA77944755b509B94,0x7c303594ddb23FEB3B6007Cd25a0369D57E73Ee3,0x0840dcc774c846500b743f01d51a80d571cebb6d97c82f34fdbe938f0395602b,245000014
12,14521086,2022-04-04T18:15:24.000Z,0x7c303594ddb23FEB3B6007Cd25a0369D57E73Ee3,0xd78EC730963acaaD141ebd80E422f5356386aF1E,0x5fcef112f67fb7fec942a12bf1e8d8b0cf59eeb42c810614bb89b57021b806dc,245000014
13,14043827,2022-01-20T17:32:40.000Z,0x0000000000000000000000000000000000000000,0xf3860788D1597cecF938424bAABe976FaC87dC26,0x88c8309ec091554f44ab27a660f2c22911299ef305db46834a75792b653885b6,245000015
14,14337314,2022-03-07T03:24:15.000Z,0xf3860788D1597cecF938424bAABe976FaC87dC26,0xC896866E927e6F8a416Ba209976115E79fA0a66F,0x630aef5ce713e70ba9d7da81847dd2ae882e46afd8d3c643011fc5c43f16be2e,245000015
15,14043858,2022-01-20T17:38:43.000Z,0x0000000000000000000000000000000000000000,0xb56d956b2BaF9e4e197Fab4e99eB13D80BBb938f,0xc8334c587e2b5aaf215f6692e1c8bc1d7371fed8e39845568b9e68b0438fc96a,245000016
16,14043872,2022-01-20T17:42:06.000Z,0x0000000000000000000000000000000000000000,0xf3860788D1597cecF938424bAABe976FaC87dC26,0x95be12b0564e153cf2ac9d622b43ace635a511c3ffe33a9b0972bd40ba287d2f,245000017
17,14337314,2022-03-07T03:24:15.000Z,0xf3860788D1597cecF938424bAABe976FaC87dC26,0xC896866E927e6F8a416Ba209976115E79fA0a66F,0x630aef5ce713e70ba9d7da81847dd2ae882e46afd8d3c643011fc5c43f16be2e,245000017
18,14043974,2022-01-20T18:04:12.000Z,0x0000000000000000000000000000000000000000,0xA224a1Da3a11CCf910eD21dC0492C25898A2d92e,0xb4e2f32f51ca5f7ff7dd3a15f77d5cc0e2b1024eda253437210e85ac3e1107b8,245000018
19,14822933,2022-05-22T10:47:40.000Z,0xA224a1Da3a11CCf910eD21dC0492C25898A2d92e,0x21F6e6b5dB1feE9Ed1565BdF36c323452D09070D,0x168b008d76054c0f5eac759cc9177b2b1dccde404589cc83c698efec2cb56efa,245000018
20,14043986,2022-01-20T18:05:32.000Z,0x0000000000000000000000000000000000000000,0xE27C5d32Ff9180FCb04d095CF4ee6A4000ebE7F8,0xf8248dc1f97a1642210a77df38e3a1a60e9d41ade1a236ccf746b18a39a1c9ef,245000019
