,blockNumber,date,from,to,txHash,collectionTokenId
0,14369232,2022-03-12T02:22:38.000Z,0x0000000000000000000000000000000000000000,0x66b3a443a972Cb19d28Bae6C8C9E2958E1C4f6d3,0x0b31d8e81ab4ecfc579e421aeae1b85df0fb8b940ed9409ebda4a00b1a7f8f1c,276000573
1,14369234,2022-03-12T02:22:49.000Z,0x0000000000000000000000000000000000000000,0xE5CA890A0eF2F128EB3267e4711c6bf3306Ec024,0x83abe9d9f725ae0519c7099864359d290d2d85eecacc0eb726668617fe84e863,276000574
2,14559954,2022-04-10T19:59:59.000Z,0xE5CA890A0eF2F128EB3267e4711c6bf3306Ec024,0x600Fe8ab84b53290cfD8cf6f7a61E2d65119F0cD,0x9b45f35c02b37c8046f7dfd1de1d7c8140136b099807890c28a0f22baae08a1f,276000574
3,14369239,2022-03-12T02:23:19.000Z,0x0000000000000000000000000000000000000000,0x66b3a443a972Cb19d28Bae6C8C9E2958E1C4f6d3,0x11097cda515311ae955de6271546c6158d9f47616903d7fe6b0dadd76b5261a5,276000575
4,14369241,2022-03-12T02:23:45.000Z,0x0000000000000000000000000000000000000000,0x0CaBab448FF897EdeF2013C6F7da320E83e9F2C3,0x25587a4f4772e92a6923a78c445d994d40cd065f4d05a73f6d254c5a324d70e5,276000576
5,14687446,2022-04-30T19:26:03.000Z,0x0CaBab448FF897EdeF2013C6F7da320E83e9F2C3,0x47d8404fCD1c52E6642C7eD374FaB052b381Ccc1,0x4b80f74ca5874030ce6622856daf9563a3a59ef761bba8be7d678ec5aa740f06,276000576
6,15004473,2022-06-21T22:10:49.000Z,0x47d8404fCD1c52E6642C7eD374FaB052b381Ccc1,0x3f537764f0B09436d1794fecb8713d5fCB8f182f,0x35763205e693efcc775462d9ad0ceb8f32081294c11afd42ebfeb9e16360ece5,276000576
7,15048408,2022-06-30T03:43:52.000Z,0x3f537764f0B09436d1794fecb8713d5fCB8f182f,0x0f544D40DCd4B5E8f8E4a1868c6A30919a9bD676,0x9de52521a7ba97ec3348d9dc259eeac49241ee37a3f07b5fbe0640445237bfaf,276000576
8,14369241,2022-03-12T02:23:45.000Z,0x0000000000000000000000000000000000000000,0xE38a6F2045738Ea9F5Ad425E63537BA7679Eb82e,0xa8e0283903d6bc33a387f41befc7cda23aaed4935fa09466f49c3ab00099ec44,276000577
9,15089613,2022-07-06T14:57:39.000Z,0xE38a6F2045738Ea9F5Ad425E63537BA7679Eb82e,0x4C372EaDa06dE757dc1724881f075062a9160880,0xe1b2ff0c4105143d95b7183b13c5946a43f1e5b05697ba910a433b3570160dd6,276000577
